mean_metric_score,std_metric_score,split_type,mol_prop,model_name,metric_name
0.9005617361288855,0.04743122069957832,scaffold,KOR,grover_base,Precision_NPV
0.8883585052863636,0.11370948928831293,scaffold,MDR1,grover_base_rdkit,AUROC
0.6895064307499177,0.2499547670144144,scaffold,MDR1,grover_base_rdkit,AUPRC
0.5169421465695275,0.3707765794542447,scaffold,MDR1,grover_base_rdkit,Precision_PPV
0.9792775128054677,0.017940908508207495,scaffold,MDR1,grover_base_rdkit,Precision_NPV
0.8067652077307635,0.1133580228860703,scaffold,CYP3A4,grover_base_rdkit,AUROC
0.2576450624734645,0.20703011895195964,scaffold,CYP3A4,grover_base_rdkit,AUPRC
0.15923881836542805,0.1996192944363565,scaffold,CYP3A4,grover_base_rdkit,Precision_PPV
0.9915197969638103,0.005558086498827755,scaffold,CYP3A4,grover_base_rdkit,Precision_NPV
0.3592153360099472,0.4103404168482899,scaffold,CYP2D6,grover_base_rdkit,AUROC
0.018684645911076044,0.01626552502187461,scaffold,CYP2D6,grover_base_rdkit,AUPRC
0.010737182867516383,0.018151786532934557,scaffold,CYP2D6,grover_base_rdkit,Precision_PPV
0.9662683037007486,0.05400380228293171,scaffold,CYP2D6,grover_base_rdkit,Precision_NPV
0.8392540316090714,0.05648294081704246,scaffold,MOR,grover_base_rdkit,AUROC
0.6906499371686081,0.12381406179942607,scaffold,MOR,grover_base_rdkit,AUPRC
0.6230764669652994,0.1297889271239008,scaffold,MOR,grover_base_rdkit,Precision_PPV
0.8973232643115348,0.040733244347507566,scaffold,MOR,grover_base_rdkit,Precision_NPV
0.7932251500856398,0.04682764341598323,scaffold,DOR,grover_base_rdkit,AUROC
0.49392507565840515,0.12451517903753583,scaffold,DOR,grover_base_rdkit,AUPRC
0.4369483522584237,0.11772339633724756,scaffold,DOR,grover_base_rdkit,Precision_PPV
0.9313416078125257,0.033655565927899825,scaffold,DOR,grover_base_rdkit,Precision_NPV
0.827779781132311,0.05446642782232337,scaffold,KOR,grover_base_rdkit,AUROC
0.6695440285925675,0.11711289384901366,scaffold,KOR,grover_base_rdkit,AUPRC
0.5899908462536949,0.10843758262439965,scaffold,KOR,grover_base_rdkit,Precision_PPV
0.8968343221706567,0.04494797030547967,scaffold,KOR,grover_base_rdkit,Precision_NPV
0.9784799924142239,0.02344825788722752,random,MDR1,RF,AUROC
0.9091590572094576,0.06878638990853389,random,MDR1,RF,AUPRC
0.7828361745753386,0.17790957932505835,random,MDR1,RF,Precision_PPV
0.9884879734918322,0.004384345619833068,random,MDR1,RF,Precision_NPV
0.9187452263797714,0.07376916786501969,random,CYP3A4,RF,AUROC
0.6637359785551896,0.18890910793671117,random,CYP3A4,RF,AUPRC
0.5017772839618815,0.2774644671028526,random,CYP3A4,RF,Precision_PPV
0.993721332290941,0.002577655760812309,random,CYP3A4,RF,Precision_NPV
0.6095900937992246,0.3898463659972566,random,CYP2D6,RF,AUROC
0.1927610406823875,0.2249567207358691,random,CYP2D6,RF,AUPRC
0.08061198279092913,0.1908035071372975,random,CYP2D6,RF,Precision_PPV
0.9904781492663479,0.0043744682686246645,random,CYP2D6,RF,Precision_NPV
0.9371906939974111,0.012591736609496562,random,MOR,RF,AUROC
0.8838144255194201,0.02646684504458928,random,MOR,RF,AUPRC
0.7403530854613044,0.06516025326146978,random,MOR,RF,Precision_PPV
0.939085175043506,0.01813279220599341,random,MOR,RF,Precision_NPV
0.9166052446440481,0.020318684955914736,random,DOR,RF,AUROC
0.779774734110161,0.04622960474543221,random,DOR,RF,AUPRC
0.6401204655655212,0.06974835424291316,random,DOR,RF,Precision_PPV
0.9465545928226219,0.01810915073466158,random,DOR,RF,Precision_NPV
0.9312826587686858,0.014988395321373058,random,KOR,RF,AUROC
0.8618425421033852,0.030140598462809167,random,KOR,RF,AUPRC
0.7209440542329529,0.06357533236024271,random,KOR,RF,Precision_PPV
0.9479099083800346,0.011362233461530266,random,KOR,RF,Precision_NPV
0.9208161980940198,0.04910174801983342,random,MDR1,molbert,AUROC
0.7838608265633306,0.09946096125066133,random,MDR1,molbert,AUPRC
0.6213200494511768,0.26943753272927773,random,MDR1,molbert,Precision_PPV
0.9743803091667964,0.012463855127232576,random,MDR1,molbert,Precision_NPV
0.8130354440058628,0.09924033730681586,random,CYP3A4,molbert,AUROC
0.37122400628864355,0.16392163167198118,random,CYP3A4,molbert,AUPRC
0.3027385422647174,0.24748959012000232,random,CYP3A4,molbert,Precision_PPV
0.9897020627780939,0.004546264448415608,random,CYP3A4,molbert,Precision_NPV
0.5906649373230581,0.35535109342357446,random,CYP2D6,molbert,AUROC
0.055449135827647905,0.07054640636666805,random,CYP2D6,molbert,AUPRC
0.028838293087210667,0.04870845445954702,random,CYP2D6,molbert,Precision_PPV
0.9788092112984644,0.04520681824991764,random,CYP2D6,molbert,Precision_NPV
0.8624738593443267,0.021852193314988798,random,MOR,molbert,AUROC
0.7328152551523476,0.05726754126520744,random,MOR,molbert,AUPRC
0.6166592153338636,0.06921329466926146,random,MOR,molbert,Precision_PPV
0.9011127951030455,0.025272331632004822,random,MOR,molbert,Precision_NPV
0.8354036430509523,0.021168493535917765,random,DOR,molbert,AUROC
0.5806682299267774,0.05487395993620169,random,DOR,molbert,AUPRC
0.47430225663424747,0.06049641755367481,random,DOR,molbert,Precision_PPV
0.9296164365414127,0.024392436723810293,random,DOR,molbert,Precision_NPV
0.858251394323937,0.025231049854251866,random,KOR,molbert,AUROC
0.7096355302754238,0.05079203902648456,random,KOR,molbert,AUPRC
0.5913563995385044,0.06604945640954955,random,KOR,molbert,Precision_PPV
0.9148849527183434,0.01830067850780115,random,KOR,molbert,Precision_NPV
0.8572296481446957,0.12602431167305372,random,MDR1,grover_base,AUROC
0.6450638864347098,0.23905847176058231,random,MDR1,grover_base,AUPRC
0.5271399355885314,0.28417521065782064,random,MDR1,grover_base,Precision_PPV
0.969431974225389,0.01828773621389473,random,MDR1,grover_base,Precision_NPV
0.6510943590442252,0.10861190483375305,random,CYP3A4,grover_base,AUROC
0.05959432203300137,0.0546661527412278,random,CYP3A4,grover_base,AUPRC
0.04650029891992275,0.0357653117605406,random,CYP3A4,grover_base,Precision_PPV
0.9885140095174645,0.0044270682842126674,random,CYP3A4,grover_base,Precision_NPV
0.5206683413786591,0.3421930826412563,random,CYP2D6,grover_base,AUROC
0.017574590513664858,0.013800431611738167,random,CYP2D6,grover_base,AUPRC
0.011648878178768897,0.013212916896427843,random,CYP2D6,grover_base,Precision_PPV
0.9802306606963785,0.04425435302203815,random,CYP2D6,grover_base,Precision_NPV
0.8675529383101519,0.043252190916707546,random,MOR,grover_base,AUROC
0.7587435726089876,0.07839936756027455,random,MOR,grover_base,AUPRC
0.6337455662714384,0.07479409825654265,random,MOR,grover_base,Precision_PPV
0.9031182567162767,0.033590654198750194,random,MOR,grover_base,Precision_NPV
0.7223088522897073,0.11933283957225176,random,DOR,grover_base,AUROC
0.43651031912010363,0.15466994502070916,random,DOR,grover_base,AUPRC
0.3872821393676516,0.11377983940090462,random,DOR,grover_base,Precision_PPV
0.8941886830912804,0.052309838398635025,random,DOR,grover_base,Precision_NPV
0.8402847345607787,0.10326969100441545,random,KOR,grover_base,AUROC
0.6891526583620814,0.12653670919554105,random,KOR,grover_base,AUPRC
0.5953649032519724,0.10954042128361112,random,KOR,grover_base,Precision_PPV
0.8975100393796193,0.07505626989314265,random,KOR,grover_base,Precision_NPV
0.9349028188072345,0.05272075240234829,random,MDR1,grover_base_rdkit,AUROC
0.7830181069421742,0.10630330587322355,random,MDR1,grover_base_rdkit,AUPRC
0.5483630312185769,0.2960316799089131,random,MDR1,grover_base_rdkit,Precision_PPV
0.980979955398759,0.01412719251469629,random,MDR1,grover_base_rdkit,Precision_NPV
0.8129749405448972,0.11358708790891472,random,CYP3A4,grover_base_rdkit,AUROC
0.24341024437564404,0.16584406474734784,random,CYP3A4,grover_base_rdkit,AUPRC
0.1553301385211284,0.1499660165886498,random,CYP3A4,grover_base_rdkit,Precision_PPV
0.9909559465506871,0.0038824155501223433,random,CYP3A4,grover_base_rdkit,Precision_NPV
0.5082957910792911,0.36973753314024743,random,CYP2D6,grover_base_rdkit,AUROC
0.06053764970940544,0.11116321417878329,random,CYP2D6,grover_base_rdkit,AUPRC
0.019186105449131387,0.029753206965920237,random,CYP2D6,grover_base_rdkit,Precision_PPV
0.9793042590344638,0.0208702560781802,random,CYP2D6,grover_base_rdkit,Precision_NPV
0.8579956639871047,0.036485196949727156,random,MOR,grover_base_rdkit,AUROC
0.7408014129945055,0.06242961195633071,random,MOR,grover_base_rdkit,AUPRC
0.6538694013297716,0.05655932403797383,random,MOR,grover_base_rdkit,Precision_PPV
0.8910909292340788,0.033878580726918926,random,MOR,grover_base_rdkit,Precision_NPV
0.8126700707833495,0.04689997617646033,random,DOR,grover_base_rdkit,AUROC
0.5245142959973896,0.07255604757003128,random,DOR,grover_base_rdkit,AUPRC
0.45180687478818576,0.0769909608134646,random,DOR,grover_base_rdkit,Precision_PPV
0.9258096328447766,0.027487705248770995,random,DOR,grover_base_rdkit,Precision_NPV
0.8643050563121284,0.04256647959150844,random,KOR,grover_base_rdkit,AUROC
0.7289431437521701,0.08252542220951198,random,KOR,grover_base_rdkit,AUPRC
0.6039692407199683,0.08242532983794346,random,KOR,grover_base_rdkit,Precision_PPV
0.9147179740230658,0.026818548477696505,random,KOR,grover_base_rdkit,Precision_NPV
