metric_score,metric_name,mol_prop,model_name,fold,split_type,task
0.9673163418290855,AUROC,MDR1,molbert,11,scaffold,cutoff6
0.9577883472057074,AUROC,MDR1,grover_base,11,scaffold,cutoff6
0.9530321046373365,AUROC,MDR1,grover_base_rdkit,11,scaffold,cutoff6
0.963768823135602,AUPRC,MDR1,RF,11,scaffold,cutoff6
0.9628701107321795,AUPRC,MDR1,molbert,11,scaffold,cutoff6
0.7960879663359011,AUPRC,MDR1,grover_base,11,scaffold,cutoff6
0.9491692542720599,AUPRC,MDR1,grover_base_rdkit,11,scaffold,cutoff6
1.0,Precision_PPV,MDR1,RF,11,scaffold,cutoff6
1.0,Precision_PPV,MDR1,molbert,11,scaffold,cutoff6
0.9259259259259259,Precision_PPV,MDR1,grover_base,11,scaffold,cutoff6
1.0,Precision_PPV,MDR1,grover_base_rdkit,11,scaffold,cutoff6
0.9747899159663865,Precision_NPV,MDR1,RF,11,scaffold,cutoff6
0.9745762711864406,Precision_NPV,MDR1,molbert,11,scaffold,cutoff6
0.9661016949152542,Precision_NPV,MDR1,grover_base,11,scaffold,cutoff6
0.9747899159663865,Precision_NPV,MDR1,grover_base_rdkit,11,scaffold,cutoff6
0.825273722627737,AUROC,MDR1,RF,12,scaffold,cutoff6
0.7007299270072992,AUROC,MDR1,molbert,12,scaffold,cutoff6
0.6934306569343066,AUROC,MDR1,grover_base,12,scaffold,cutoff6
0.9306569343065694,AUROC,MDR1,grover_base_rdkit,12,scaffold,cutoff6
0.700097922178919,AUPRC,MDR1,RF,12,scaffold,cutoff6
0.358038830023151,AUPRC,MDR1,molbert,12,scaffold,cutoff6
0.09676393010970248,AUPRC,MDR1,grover_base,12,scaffold,cutoff6
0.5176194743453979,AUPRC,MDR1,grover_base_rdkit,12,scaffold,cutoff6
0.4166666666666667,Precision_PPV,MDR1,RF,12,scaffold,cutoff6
0.16666666666666666,Precision_PPV,MDR1,molbert,12,scaffold,cutoff6
0.0967741935483871,Precision_PPV,MDR1,grover_base,12,scaffold,cutoff6
0.17073170731707318,Precision_PPV,MDR1,grover_base_rdkit,12,scaffold,cutoff6
0.9774436090225563,Precision_NPV,MDR1,RF,12,scaffold,cutoff6
0.9606299212598425,Precision_NPV,MDR1,molbert,12,scaffold,cutoff6
0.9759036144578314,Precision_NPV,MDR1,grover_base,12,scaffold,cutoff6
0.9903846153846154,Precision_NPV,MDR1,grover_base_rdkit,12,scaffold,cutoff6
0.15625,AUROC,MDR1,RF,13,scaffold,cutoff6
0.24305555555555558,AUROC,MDR1,molbert,13,scaffold,cutoff6
0.05555555555555558,AUROC,MDR1,grover_base,13,scaffold,cutoff6
0.5,AUROC,MDR1,grover_base_rdkit,13,scaffold,cutoff6
0.003968253968253968,AUPRC,MDR1,RF,13,scaffold,cutoff6
0.004545454545454545,AUPRC,MDR1,molbert,13,scaffold,cutoff6
0.0036496350364963502,AUPRC,MDR1,grover_base,13,scaffold,cutoff6
0.00684931506849315,AUPRC,MDR1,grover_base_rdkit,13,scaffold,cutoff6
0.0,Precision_PPV,MDR1,RF,13,scaffold,cutoff6
0.0,Precision_PPV,MDR1,molbert,13,scaffold,cutoff6
0.0,Precision_PPV,MDR1,grover_base,13,scaffold,cutoff6
0.0,Precision_PPV,MDR1,grover_base_rdkit,13,scaffold,cutoff6
0.9642857142857143,Precision_NPV,MDR1,RF,13,scaffold,cutoff6
0.972972972972973,Precision_NPV,MDR1,molbert,13,scaffold,cutoff6
0.9,Precision_NPV,MDR1,grover_base,13,scaffold,cutoff6
0.9864864864864865,Precision_NPV,MDR1,grover_base_rdkit,13,scaffold,cutoff6
0.8249791144527987,AUROC,MDR1,RF,14,scaffold,cutoff6
0.7443609022556391,AUROC,MDR1,molbert,14,scaffold,cutoff6
0.8822055137844611,AUROC,MDR1,grover_base,14,scaffold,cutoff6
0.7552213868003341,AUROC,MDR1,grover_base_rdkit,14,scaffold,cutoff6
0.5388725277887995,AUPRC,MDR1,RF,14,scaffold,cutoff6
0.4741073804560939,AUPRC,MDR1,molbert,14,scaffold,cutoff6
0.5936811877539507,AUPRC,MDR1,grover_base,14,scaffold,cutoff6
0.46804841885808623,AUPRC,MDR1,grover_base_rdkit,14,scaffold,cutoff6
0.265625,Precision_PPV,MDR1,RF,14,scaffold,cutoff6
0.21794871794871795,Precision_PPV,MDR1,molbert,14,scaffold,cutoff6
0.3695652173913043,Precision_PPV,MDR1,grover_base,14,scaffold,cutoff6
0.21428571428571427,Precision_PPV,MDR1,grover_base_rdkit,14,scaffold,cutoff6
0.9753086419753086,Precision_NPV,MDR1,RF,14,scaffold,cutoff6
0.9701492537313433,Precision_NPV,MDR1,molbert,14,scaffold,cutoff6
0.9797979797979798,Precision_NPV,MDR1,grover_base,14,scaffold,cutoff6
0.9836065573770492,Precision_NPV,MDR1,grover_base_rdkit,14,scaffold,cutoff6
0.9457364341085271,AUROC,MDR1,RF,15,scaffold,cutoff6
0.95263671875,AUROC,MDR1,molbert,15,scaffold,cutoff6
0.6477713178294573,AUROC,MDR1,grover_base,15,scaffold,cutoff6
0.9651162790697675,AUROC,MDR1,grover_base_rdkit,15,scaffold,cutoff6
0.916036789177973,AUPRC,MDR1,RF,15,scaffold,cutoff6
0.9461100466182049,AUPRC,MDR1,molbert,15,scaffold,cutoff6
0.13821054456566173,AUPRC,MDR1,grover_base,15,scaffold,cutoff6
0.948569749216301,AUPRC,MDR1,grover_base_rdkit,15,scaffold,cutoff6
0.9333333333333333,Precision_PPV,MDR1,RF,15,scaffold,cutoff6
1.0,Precision_PPV,MDR1,molbert,15,scaffold,cutoff6
0.16279069767441862,Precision_PPV,MDR1,grover_base,15,scaffold,cutoff6
1.0,Precision_PPV,MDR1,grover_base_rdkit,15,scaffold,cutoff6
0.9846153846153847,Precision_NPV,MDR1,RF,15,scaffold,cutoff6
0.9846153846153847,Precision_NPV,MDR1,molbert,15,scaffold,cutoff6
0.9661016949152542,Precision_NPV,MDR1,grover_base,15,scaffold,cutoff6
0.9847328244274809,Precision_NPV,MDR1,grover_base_rdkit,15,scaffold,cutoff6
0.90962441314554,AUROC,MDR1,RF,16,scaffold,cutoff6
0.8474178403755868,AUROC,MDR1,molbert,16,scaffold,cutoff6
0.6384976525821596,AUROC,MDR1,grover_base,16,scaffold,cutoff6
0.8849765258215962,AUROC,MDR1,grover_base_rdkit,16,scaffold,cutoff6
0.6868415821904194,AUPRC,MDR1,RF,16,scaffold,cutoff6
0.6789947322212466,AUPRC,MDR1,molbert,16,scaffold,cutoff6
0.032997553938918116,AUPRC,MDR1,grover_base,16,scaffold,cutoff6
0.6828179989944696,AUPRC,MDR1,grover_base_rdkit,16,scaffold,cutoff6
0.05128205128205128,Precision_PPV,MDR1,RF,16,scaffold,cutoff6
1.0,Precision_PPV,MDR1,molbert,16,scaffold,cutoff6
0.037037037037037035,Precision_PPV,MDR1,grover_base,16,scaffold,cutoff6
1.0,Precision_PPV,MDR1,grover_base_rdkit,16,scaffold,cutoff6
0.9905660377358491,Precision_NPV,MDR1,RF,16,scaffold,cutoff6
0.9861111111111112,Precision_NPV,MDR1,molbert,16,scaffold,cutoff6
0.9830508474576272,Precision_NPV,MDR1,grover_base,16,scaffold,cutoff6
0.9861111111111112,Precision_NPV,MDR1,grover_base_rdkit,16,scaffold,cutoff6
0.9962962962962963,AUROC,MDR1,RF,17,scaffold,cutoff6
0.9955555555555555,AUROC,MDR1,molbert,17,scaffold,cutoff6
0.6155555555555556,AUROC,MDR1,grover_base,17,scaffold,cutoff6
0.988888888888889,AUROC,MDR1,grover_base_rdkit,17,scaffold,cutoff6
0.9392243867243867,AUPRC,MDR1,RF,17,scaffold,cutoff6
0.9402075702075702,AUPRC,MDR1,molbert,17,scaffold,cutoff6
0.3112920906655602,AUPRC,MDR1,grover_base,17,scaffold,cutoff6
0.895079365079365,AUPRC,MDR1,grover_base_rdkit,17,scaffold,cutoff6
0.9,Precision_PPV,MDR1,RF,17,scaffold,cutoff6
0.75,Precision_PPV,MDR1,molbert,17,scaffold,cutoff6
0.0989010989010989,Precision_PPV,MDR1,grover_base,17,scaffold,cutoff6
0.45,Precision_PPV,MDR1,grover_base_rdkit,17,scaffold,cutoff6
0.9925925925925926,Precision_NPV,MDR1,RF,17,scaffold,cutoff6
0.9924812030075187,Precision_NPV,MDR1,molbert,17,scaffold,cutoff6
0.9814814814814815,Precision_NPV,MDR1,grover_base,17,scaffold,cutoff6
0.992,Precision_NPV,MDR1,grover_base_rdkit,17,scaffold,cutoff6
0.9987468671679198,AUROC,MDR1,RF,18,scaffold,cutoff6
0.8558897243107769,AUROC,MDR1,molbert,18,scaffold,cutoff6
0.9147869674185464,AUROC,MDR1,grover_base,18,scaffold,cutoff6
0.8477443609022557,AUROC,MDR1,grover_base_rdkit,18,scaffold,cutoff6
0.9876373626373628,AUPRC,MDR1,RF,18,scaffold,cutoff6
0.49306879465960796,AUPRC,MDR1,molbert,18,scaffold,cutoff6
0.760572001527884,AUPRC,MDR1,grover_base,18,scaffold,cutoff6
0.4798209822349137,AUPRC,MDR1,grover_base_rdkit,18,scaffold,cutoff6
0.8461538461538461,Precision_PPV,MDR1,RF,18,scaffold,cutoff6
0.2,Precision_PPV,MDR1,molbert,18,scaffold,cutoff6
0.29411764705882354,Precision_PPV,MDR1,grover_base,18,scaffold,cutoff6
0.1896551724137931,Precision_PPV,MDR1,grover_base_rdkit,18,scaffold,cutoff6
0.9924242424242424,Precision_NPV,MDR1,RF,18,scaffold,cutoff6
0.9888888888888889,Precision_NPV,MDR1,molbert,18,scaffold,cutoff6
0.9819819819819819,Precision_NPV,MDR1,grover_base,18,scaffold,cutoff6
0.9885057471264368,Precision_NPV,MDR1,grover_base_rdkit,18,scaffold,cutoff6
0.9923195084485407,AUROC,MDR1,RF,19,scaffold,cutoff6
0.9662058371735791,AUROC,MDR1,molbert,19,scaffold,cutoff6
0.9723502304147464,AUROC,MDR1,grover_base,19,scaffold,cutoff6
0.9281874039938556,AUROC,MDR1,grover_base_rdkit,19,scaffold,cutoff6
0.9464701580913129,AUPRC,MDR1,RF,19,scaffold,cutoff6
0.9251331231083983,AUPRC,MDR1,molbert,19,scaffold,cutoff6
0.9505805010871239,AUPRC,MDR1,grover_base,19,scaffold,cutoff6
0.8619538768047663,AUPRC,MDR1,grover_base_rdkit,19,scaffold,cutoff6
0.95,Precision_PPV,MDR1,RF,19,scaffold,cutoff6
0.7037037037037037,Precision_PPV,MDR1,molbert,19,scaffold,cutoff6
0.95,Precision_PPV,MDR1,grover_base,19,scaffold,cutoff6
1.0,Precision_PPV,MDR1,grover_base_rdkit,19,scaffold,cutoff6
0.984,Precision_NPV,MDR1,RF,19,scaffold,cutoff6
0.9830508474576272,Precision_NPV,MDR1,molbert,19,scaffold,cutoff6
0.984,Precision_NPV,MDR1,grover_base,19,scaffold,cutoff6
0.9538461538461539,Precision_NPV,MDR1,grover_base_rdkit,19,scaffold,cutoff6
0.9441112322791713,AUROC,MDR1,RF,20,scaffold,cutoff6
0.8904034896401308,AUROC,MDR1,molbert,20,scaffold,cutoff6
0.772082878953108,AUROC,MDR1,grover_base,20,scaffold,cutoff6
0.8107960741548528,AUROC,MDR1,grover_base_rdkit,20,scaffold,cutoff6
0.8139861647555418,AUPRC,MDR1,RF,20,scaffold,cutoff6
0.5891562510823212,AUPRC,MDR1,molbert,20,scaffold,cutoff6
0.5288155784074938,AUPRC,MDR1,grover_base,20,scaffold,cutoff6
0.5246756121426298,AUPRC,MDR1,grover_base_rdkit,20,scaffold,cutoff6
0.8,Precision_PPV,MDR1,RF,20,scaffold,cutoff6
0.25,Precision_PPV,MDR1,molbert,20,scaffold,cutoff6
0.8571428571428571,Precision_PPV,MDR1,grover_base,20,scaffold,cutoff6
0.16666666666666666,Precision_PPV,MDR1,grover_base_rdkit,20,scaffold,cutoff6
0.9846153846153847,Precision_NPV,MDR1,RF,20,scaffold,cutoff6
0.979381443298969,Precision_NPV,MDR1,molbert,20,scaffold,cutoff6
0.9420289855072463,Precision_NPV,MDR1,grover_base,20,scaffold,cutoff6
0.9850746268656716,Precision_NPV,MDR1,grover_base_rdkit,20,scaffold,cutoff6
0.8995929443690638,AUROC,MDR1,RF,21,scaffold,cutoff6
0.8426051560379918,AUROC,MDR1,molbert,21,scaffold,cutoff6
0.6316146540027135,AUROC,MDR1,grover_base,21,scaffold,cutoff6
0.8751696065128901,AUROC,MDR1,grover_base_rdkit,21,scaffold,cutoff6
0.8252770864376827,AUPRC,MDR1,RF,21,scaffold,cutoff6
0.6310791270964942,AUPRC,MDR1,molbert,21,scaffold,cutoff6
0.17442721008191056,AUPRC,MDR1,grover_base,21,scaffold,cutoff6
0.6447502194410101,AUPRC,MDR1,grover_base_rdkit,21,scaffold,cutoff6
0.8,Precision_PPV,MDR1,RF,21,scaffold,cutoff6
0.22857142857142856,Precision_PPV,MDR1,molbert,21,scaffold,cutoff6
0.18518518518518517,Precision_PPV,MDR1,grover_base,21,scaffold,cutoff6
0.30434782608695654,Precision_PPV,MDR1,grover_base_rdkit,21,scaffold,cutoff6
0.9777777777777777,Precision_NPV,MDR1,RF,21,scaffold,cutoff6
0.9727272727272728,Precision_NPV,MDR1,molbert,21,scaffold,cutoff6
0.9491525423728814,Precision_NPV,MDR1,grover_base,21,scaffold,cutoff6
0.9672131147540983,Precision_NPV,MDR1,grover_base_rdkit,21,scaffold,cutoff6
0.7814285714285715,AUROC,MDR1,RF,22,scaffold,cutoff6
0.6557142857142857,AUROC,MDR1,molbert,22,scaffold,cutoff6
0.7999999999999999,AUROC,MDR1,grover_base,22,scaffold,cutoff6
0.7771428571428571,AUROC,MDR1,grover_base_rdkit,22,scaffold,cutoff6
0.4377462121212122,AUPRC,MDR1,RF,22,scaffold,cutoff6
0.2566263332887152,AUPRC,MDR1,molbert,22,scaffold,cutoff6
0.15947470878453998,AUPRC,MDR1,grover_base,22,scaffold,cutoff6
0.2553183842224809,AUPRC,MDR1,grover_base_rdkit,22,scaffold,cutoff6
0.05454545454545454,Precision_PPV,MDR1,RF,22,scaffold,cutoff6
0.04395604395604396,Precision_PPV,MDR1,molbert,22,scaffold,cutoff6
0.15,Precision_PPV,MDR1,grover_base,22,scaffold,cutoff6
