metric_score,metric_name,mol_prop,model_name,fold,split_type,task
1.5187791427957498,RMSE,MDR1,RF,0,scaffold,reg
2.1759195395117725,RMSE,MDR1,molbert,0,scaffold,reg
2.5928334566191675,RMSE,MDR1,grover_base,0,scaffold,reg
1.7913019160193262,RMSE,MDR1,grover_base_rdkit,0,scaffold,reg
1.113431059194256,MAE,MDR1,RF,0,scaffold,reg
1.7478234714516454,MAE,MDR1,molbert,0,scaffold,reg
2.027874550984338,MAE,MDR1,grover_base,0,scaffold,reg
1.3766091642219356,MAE,MDR1,grover_base_rdkit,0,scaffold,reg
0.7413406335967285,R2,MDR1,RF,0,scaffold,reg
0.4690854627336418,R2,MDR1,molbert,0,scaffold,reg
0.24614433186651719,R2,MDR1,grover_base,0,scaffold,reg
0.6401872558490106,R2,MDR1,grover_base_rdkit,0,scaffold,reg
0.8720155833947658,Pearson_R,MDR1,RF,0,scaffold,reg
0.7231487130708845,Pearson_R,MDR1,molbert,0,scaffold,reg
0.5949021044351932,Pearson_R,MDR1,grover_base,0,scaffold,reg
0.8024595362496143,Pearson_R,MDR1,grover_base_rdkit,0,scaffold,reg
2.429730697606986,RMSE,MDR1,RF,1,scaffold,reg
2.709157914086445,RMSE,MDR1,molbert,1,scaffold,reg
4.201559068108776,RMSE,MDR1,grover_base,1,scaffold,reg
2.259203828370966,RMSE,MDR1,grover_base_rdkit,1,scaffold,reg
1.8654374431900567,MAE,MDR1,RF,1,scaffold,reg
2.2376871259373856,MAE,MDR1,molbert,1,scaffold,reg
3.045076763497698,MAE,MDR1,grover_base,1,scaffold,reg
1.812343602349998,MAE,MDR1,grover_base_rdkit,1,scaffold,reg
0.664773270715979,R2,MDR1,RF,1,scaffold,reg
0.5832352296680257,R2,MDR1,molbert,1,scaffold,reg
-0.0024051874225872183,R2,MDR1,grover_base,1,scaffold,reg
0.7101767721062346,R2,MDR1,grover_base_rdkit,1,scaffold,reg
0.8201366375876578,Pearson_R,MDR1,RF,1,scaffold,reg
0.8318049352222466,Pearson_R,MDR1,molbert,1,scaffold,reg
-0.3710317952664415,Pearson_R,MDR1,grover_base,1,scaffold,reg
0.8442790356189482,Pearson_R,MDR1,grover_base_rdkit,1,scaffold,reg
