mean_metric_score,std_metric_score,split_type,mol_prop,model_name,AC_label,metric_name
2.125353883977334,0.3662846317178008,scaffold,KOR,grover_base,AC,MAE
0.2421561427455908,0.17681962006073915,scaffold,KOR,grover_base,AC,R2
0.5826583583078294,0.12248203166781657,scaffold,KOR,grover_base,AC,Pearson_R
2.1423387230592392,0.5141467982980075,scaffold,MDR1,grover_base_rdkit,AC,RMSE
1.6341803639116788,0.3609434453389875,scaffold,MDR1,grover_base_rdkit,AC,MAE
0.4954647102931368,0.3128279279927161,scaffold,MDR1,grover_base_rdkit,AC,R2
0.7352570566308047,0.2421119248400442,scaffold,MDR1,grover_base_rdkit,AC,Pearson_R
1.9852617359495353,0.357745085523977,scaffold,CYP3A4,grover_base_rdkit,AC,RMSE
1.5090526194886305,0.2512289836269813,scaffold,CYP3A4,grover_base_rdkit,AC,MAE
-0.009790615808209497,0.20375835384821891,scaffold,CYP3A4,grover_base_rdkit,AC,R2
0.2966143718665388,0.19951188453845756,scaffold,CYP3A4,grover_base_rdkit,AC,Pearson_R
1.9879612111931466,0.31762703574118545,scaffold,CYP2D6,grover_base_rdkit,AC,RMSE
1.5581959481151013,0.2294655003749282,scaffold,CYP2D6,grover_base_rdkit,AC,MAE
0.06076488381326008,0.21328176726305306,scaffold,CYP2D6,grover_base_rdkit,AC,R2
0.4398561789766728,0.14133463167338728,scaffold,CYP2D6,grover_base_rdkit,AC,Pearson_R
2.3476296096567073,0.39371198625120674,scaffold,MOR,grover_base_rdkit,AC,RMSE
1.8448456088203073,0.3033561352784473,scaffold,MOR,grover_base_rdkit,AC,MAE
0.3355372382546357,0.1438817157081707,scaffold,MOR,grover_base_rdkit,AC,R2
0.6060486869379339,0.12463636200922834,scaffold,MOR,grover_base_rdkit,AC,Pearson_R
2.387495437564,0.37815330031030714,scaffold,DOR,grover_base_rdkit,AC,RMSE
1.9039507203504324,0.31030120798480065,scaffold,DOR,grover_base_rdkit,AC,MAE
0.35032899486394226,0.23115494631178188,scaffold,DOR,grover_base_rdkit,AC,R2
0.611330326753747,0.1885662162254312,scaffold,DOR,grover_base_rdkit,AC,Pearson_R
2.439268410073292,0.4161096099868799,scaffold,KOR,grover_base_rdkit,AC,RMSE
1.9571453091077786,0.34466223938189766,scaffold,KOR,grover_base_rdkit,AC,MAE
0.33201246314852906,0.23235392833706325,scaffold,KOR,grover_base_rdkit,AC,R2
0.6237100056782938,0.14394354067850856,scaffold,KOR,grover_base_rdkit,AC,Pearson_R
1.4645528180923644,0.32396785652330723,random,MDR1,RF,AC,RMSE
0.9635859548975942,0.1344482816940569,random,MDR1,RF,AC,MAE
0.8617423406830228,0.07209617155556246,random,MDR1,RF,AC,R2
0.9353774908795829,0.030526856683231834,random,MDR1,RF,AC,Pearson_R
1.5925513205579505,0.1802956555018842,random,CYP3A4,RF,AC,RMSE
1.1340103530719703,0.06172444598794285,random,CYP3A4,RF,AC,MAE
0.46554488444821146,0.09835984131233129,random,CYP3A4,RF,AC,R2
0.6914252483188317,0.0683632267308824,random,CYP3A4,RF,AC,Pearson_R
1.7221132232156617,0.1547405466392608,random,CYP2D6,RF,AC,RMSE
1.33129119432613,0.10877759190822218,random,CYP2D6,RF,AC,MAE
0.32067166028330796,0.12712039682110324,random,CYP2D6,RF,AC,R2
0.5938993759813339,0.07919367499627199,random,CYP2D6,RF,AC,Pearson_R
1.7395075531525006,0.14236395166137916,random,MOR,RF,AC,RMSE
1.2373987605701895,0.08252581830679774,random,MOR,RF,AC,MAE
0.6527464414829911,0.053727445034996824,random,MOR,RF,AC,R2
0.8111029449997691,0.03200367275154082,random,MOR,RF,AC,Pearson_R
1.6862927667755871,0.13334659592399145,random,DOR,RF,AC,RMSE
1.266032016202252,0.08834353997771358,random,DOR,RF,AC,MAE
0.715624076357406,0.041525844058347715,random,DOR,RF,AC,R2
0.8472915940921235,0.02408176035431534,random,DOR,RF,AC,Pearson_R
1.7338770997359167,0.16341746992070466,random,KOR,RF,AC,RMSE
1.2934955315347334,0.10712243697270164,random,KOR,RF,AC,MAE
0.68503934094291,0.05843960870851368,random,KOR,RF,AC,R2
0.8296096374064814,0.033906645583507186,random,KOR,RF,AC,Pearson_R
2.358110184701644,0.24853738120426994,random,MDR1,molbert,AC,RMSE
1.8278594714815946,0.20149622122603847,random,MDR1,molbert,AC,MAE
0.6665757467849767,0.04350275939663093,random,MDR1,molbert,AC,R2
0.8664740922839598,0.03524855314398551,random,MDR1,molbert,AC,Pearson_R
1.984852199192543,0.20714532332705712,random,CYP3A4,molbert,AC,RMSE
1.5183320524656243,0.12841147866769434,random,CYP3A4,molbert,AC,MAE
0.178583286912464,0.07194436016164601,random,CYP3A4,molbert,AC,R2
0.4410668696788644,0.07655914687507728,random,CYP3A4,molbert,AC,Pearson_R
1.8888699741586834,0.18977953742700113,random,CYP2D6,molbert,AC,RMSE
1.4887272676080527,0.1359287455034164,random,CYP2D6,molbert,AC,MAE
0.18587131237344753,0.08629594529955263,random,CYP2D6,molbert,AC,R2
0.4608845196020214,0.0976909450294008,random,CYP2D6,molbert,AC,Pearson_R
2.4321555698673487,0.16024153927846396,random,MOR,molbert,AC,RMSE
1.8708980074917965,0.10990066231393159,random,MOR,molbert,AC,MAE
0.32553892515877053,0.05582937157188071,random,MOR,molbert,AC,R2
0.5782677809599112,0.050215063125253166,random,MOR,molbert,AC,Pearson_R
2.4476583792175157,0.12493960299642316,random,DOR,molbert,AC,RMSE
1.9595658225359471,0.11884464552395746,random,DOR,molbert,AC,MAE
0.4037310973216621,0.04121178324038693,random,DOR,molbert,AC,R2
0.6501179715769142,0.03729474378594792,random,DOR,molbert,AC,Pearson_R
2.4746207304306256,0.14027405765422188,random,KOR,molbert,AC,RMSE
1.9554193176678372,0.11536862926800642,random,KOR,molbert,AC,MAE
0.3625830290611836,0.05343001252019841,random,KOR,molbert,AC,R2
0.6124610884049576,0.05053928235645604,random,KOR,molbert,AC,Pearson_R
3.1539170164861714,0.726393061293608,random,MDR1,grover_base,AC,RMSE
2.3023987791487484,0.4460196796595965,random,MDR1,grover_base,AC,MAE
0.38579912503580766,0.24463469997851833,random,MDR1,grover_base,AC,R2
0.7057861346572757,0.25206640273982295,random,MDR1,grover_base,AC,Pearson_R
2.125540044717542,0.19452047159950667,random,CYP3A4,grover_base,AC,RMSE
1.6136456085256543,0.13686516988443442,random,CYP3A4,grover_base,AC,MAE
0.050768745769924316,0.13018137751450984,random,CYP3A4,grover_base,AC,R2
0.3414290267269045,0.1590785940525562,random,CYP3A4,grover_base,AC,Pearson_R
2.05979199728528,0.2620692265938449,random,CYP2D6,grover_base,AC,RMSE
1.6214602810400116,0.19126934715513638,random,CYP2D6,grover_base,AC,MAE
0.03682849437225514,0.17023269487961995,random,CYP2D6,grover_base,AC,R2
0.37797225371174115,0.18494653736650687,random,CYP2D6,grover_base,AC,Pearson_R
2.49042577981204,0.4138893140973037,random,MOR,grover_base,AC,RMSE
1.9659669100499633,0.35228722661703327,random,MOR,grover_base,AC,MAE
0.28277950584470063,0.20312442987466806,random,MOR,grover_base,AC,R2
0.6008988535420322,0.16518767301172102,random,MOR,grover_base,AC,Pearson_R
2.5653195103092115,0.28545768108874015,random,DOR,grover_base,AC,RMSE
2.0746893994604094,0.2516936559101359,random,DOR,grover_base,AC,MAE
0.3380969695422678,0.13828543146547362,random,DOR,grover_base,AC,R2
0.681967917362533,0.11055113024380286,random,DOR,grover_base,AC,Pearson_R
2.4164550443823543,0.3023953696375804,random,KOR,grover_base,AC,RMSE
1.9187813701416516,0.24375975383928652,random,KOR,grover_base,AC,MAE
0.3853956200745046,0.14794943191312243,random,KOR,grover_base,AC,R2
0.7004876498114098,0.08553415315044746,random,KOR,grover_base,AC,Pearson_R
1.882606910918191,0.25267097663845445,random,MDR1,grover_base_rdkit,AC,RMSE
1.433847889815899,0.169494919684509,random,MDR1,grover_base_rdkit,AC,MAE
0.780923096389504,0.06978502449823386,random,MDR1,grover_base_rdkit,AC,R2
0.8941790927812552,0.03766610487974883,random,MDR1,grover_base_rdkit,AC,Pearson_R
1.9295703030628675,0.18956373427487988,random,CYP3A4,grover_base_rdkit,AC,RMSE
1.4449336107848116,0.12672304530329573,random,CYP3A4,grover_base_rdkit,AC,MAE
0.22079330527772048,0.0925043945997277,random,CYP3A4,grover_base_rdkit,AC,R2
0.5045328326324328,0.07886941741817291,random,CYP3A4,grover_base_rdkit,AC,Pearson_R
1.8492480576067805,0.18258360817416014,random,CYP2D6,grover_base_rdkit,AC,RMSE
1.440519562346015,0.14661941647725243,random,CYP2D6,grover_base_rdkit,AC,MAE
0.22007524441814352,0.1264045287484118,random,CYP2D6,grover_base_rdkit,AC,R2
0.5279540659835678,0.10849218224376932,random,CYP2D6,grover_base_rdkit,AC,Pearson_R
2.277544355144861,0.23237434728115622,random,MOR,grover_base_rdkit,AC,RMSE
1.7369254922423492,0.18136781469033422,random,MOR,grover_base_rdkit,AC,MAE
0.4079056293258336,0.08437596479988815,random,MOR,grover_base_rdkit,AC,R2
0.6567695445998335,0.06108258470748958,random,MOR,grover_base_rdkit,AC,Pearson_R
2.0770114202708623,0.21264403757279118,random,DOR,grover_base_rdkit,AC,RMSE
1.6277423028513642,0.17879531185947858,random,DOR,grover_base_rdkit,AC,MAE
0.566392347557252,0.08334459338487518,random,DOR,grover_base_rdkit,AC,R2
0.7633437268202197,0.051339086095862005,random,DOR,grover_base_rdkit,AC,Pearson_R
2.144278191605913,0.27380724389705363,random,KOR,grover_base_rdkit,AC,RMSE
1.6758412900956148,0.20934788804364268,random,KOR,grover_base_rdkit,AC,MAE
0.5159718655882083,0.11393633145931541,random,KOR,grover_base_rdkit,AC,R2
0.7250425742405258,0.07843060870981239,random,KOR,grover_base_rdkit,AC,Pearson_R
1.719234205273598,0.3322434333086406,scaffold,MDR1,RF,non-AC,RMSE
1.2681582575727173,0.23313810281935426,scaffold,MDR1,RF,non-AC,MAE
0.6545242806509666,0.16677855701185706,scaffold,MDR1,RF,non-AC,R2
0.8209502201983813,0.10014981106206376,scaffold,MDR1,RF,non-AC,Pearson_R
1.4569677926809461,0.1494010028766216,scaffold,CYP3A4,RF,non-AC,RMSE
1.0537459988597295,0.11314390687710642,scaffold,CYP3A4,RF,non-AC,MAE
0.4832743594986241,0.09985320346299818,scaffold,CYP3A4,RF,non-AC,R2
0.6973919239335896,0.07093422126583877,scaffold,CYP3A4,RF,non-AC,Pearson_R
1.5684153297237045,0.15761195144517606,scaffold,CYP2D6,RF,non-AC,RMSE
1.165337467131818,0.10002463790188001,scaffold,CYP2D6,RF,non-AC,MAE
0.28502676148321804,0.06657246628584558,scaffold,CYP2D6,RF,non-AC,R2
0.5442644305898275,0.06017182421805175,scaffold,CYP2D6,RF,non-AC,Pearson_R
1.839558181078177,0.15274883985520035,scaffold,MOR,RF,non-AC,RMSE
1.3431994469435262,0.11131375395556119,scaffold,MOR,RF,non-AC,MAE
0.6140851950835237,0.06460525427185418,scaffold,MOR,RF,non-AC,R2
0.7872351411919712,0.04156156103433343,scaffold,MOR,RF,non-AC,Pearson_R
1.724685753469354,0.1613154811477273,scaffold,DOR,RF,non-AC,RMSE
1.2555835579044474,0.15917398138647565,scaffold,DOR,RF,non-AC,MAE
0.6588739015865701,0.0565216566983985,scaffold,DOR,RF,non-AC,R2
0.8159530965883331,0.034223931972061306,scaffold,DOR,RF,non-AC,Pearson_R
1.976586078723168,0.20047279283443464,scaffold,KOR,RF,non-AC,RMSE
1.4451259653719923,0.11315532209612716,scaffold,KOR,RF,non-AC,MAE
0.6313633816715175,0.06834854323532469,scaffold,KOR,RF,non-AC,R2
0.7995045924826806,0.043700419375901155,scaffold,KOR,RF,non-AC,Pearson_R
2.3136729984155764,0.2819556349676024,scaffold,MDR1,molbert,non-AC,RMSE
1.8172430595491977,0.2356220575381944,scaffold,MDR1,molbert,non-AC,MAE
0.40424824251282027,0.18535140560997285,scaffold,MDR1,molbert,non-AC,R2
0.7076044445999858,0.1311786885936201,scaffold,MDR1,molbert,non-AC,Pearson_R
1.7363220914164361,0.1592243306779514,scaffold,CYP3A4,molbert,non-AC,RMSE
1.3307894239448268,0.12689520137034221,scaffold,CYP3A4,molbert,non-AC,MAE
0.2684837093072198,0.11931982386696688,scaffold,CYP3A4,molbert,non-AC,R2
0.5344959850731954,0.10666419547590336,scaffold,CYP3A4,molbert,non-AC,Pearson_R
1.7689581924160434,0.2010650527583192,scaffold,CYP2D6,molbert,non-AC,RMSE
1.3608819853086733,0.12855578709794468,scaffold,CYP2D6,molbert,non-AC,MAE
0.09182572495857479,0.09704049020570413,scaffold,CYP2D6,molbert,non-AC,R2
0.3516930650058814,0.1191957875707585,scaffold,CYP2D6,molbert,non-AC,Pearson_R
2.382854149399826,0.16799476943849173,scaffold,MOR,molbert,non-AC,RMSE
1.8805209125801339,0.15043783891738316,scaffold,MOR,molbert,non-AC,MAE
0.35797935770802264,0.061805116854312184,scaffold,MOR,molbert,non-AC,R2
0.6092950060418713,0.05400726886522061,scaffold,MOR,molbert,non-AC,Pearson_R
2.2990552488404985,0.20257099255251965,scaffold,DOR,molbert,non-AC,RMSE
1.7861001285224325,0.19565180985471242,scaffold,DOR,molbert,non-AC,MAE
0.39833870767393786,0.06483122135285722,scaffold,DOR,molbert,non-AC,R2
0.6463250360337973,0.05137882615562439,scaffold,DOR,molbert,non-AC,Pearson_R
2.64525272118825,0.20000306508251384,scaffold,KOR,molbert,non-AC,RMSE
2.055264609802054,0.14410673293999984,scaffold,KOR,molbert,non-AC,MAE
0.3383004178604614,0.08766417112915137,scaffold,KOR,molbert,non-AC,R2
0.5986781812638203,0.06756492135855904,scaffold,KOR,molbert,non-AC,Pearson_R
2.879500360776446,0.7765864199744401,scaffold,MDR1,grover_base,non-AC,RMSE
2.215361388081364,0.6518556225511642,scaffold,MDR1,grover_base,non-AC,MAE
0.06678002580335617,0.5500162795515087,scaffold,MDR1,grover_base,non-AC,R2
0.42823103631068765,0.33508091698676834,scaffold,MDR1,grover_base,non-AC,Pearson_R
1.965240596800039,0.1738155136438808,scaffold,CYP3A4,grover_base,non-AC,RMSE
1.5266223070112757,0.13620935598697723,scaffold,CYP3A4,grover_base,non-AC,MAE
0.06986664091768907,0.09406099593235427,scaffold,CYP3A4,grover_base,non-AC,R2
0.36621321562884995,0.16426379415600442,scaffold,CYP3A4,grover_base,non-AC,Pearson_R
1.8151219681764785,0.17835889225319854,scaffold,CYP2D6,grover_base,non-AC,RMSE
1.4142039246481892,0.12418018811027735,scaffold,CYP2D6,grover_base,non-AC,MAE
0.04115131206894562,0.09559635114072389,scaffold,CYP2D6,grover_base,non-AC,R2
0.2913950606665046,0.1486812379656717,scaffold,CYP2D6,grover_base,non-AC,Pearson_R
2.624103466392673,0.3095538630528311,scaffold,MOR,grover_base,non-AC,RMSE
2.1496470027759402,0.3133400277131391,scaffold,MOR,grover_base,non-AC,MAE
0.21788349736219054,0.14282340617089198,scaffold,MOR,grover_base,non-AC,R2
0.5280450255688327,0.20069831500791704,scaffold,MOR,grover_base,non-AC,Pearson_R
2.465772611903278,0.3271174637066351,scaffold,DOR,grover_base,non-AC,RMSE
1.967486895367711,0.3011946640611534,scaffold,DOR,grover_base,non-AC,MAE
0.2989292844863468,0.16598734890338726,scaffold,DOR,grover_base,non-AC,R2
0.6202651487717696,0.180638730947814,scaffold,DOR,grover_base,non-AC,Pearson_R
2.731339478611339,0.3475005954838275,scaffold,KOR,grover_base,non-AC,RMSE
2.1475910524812263,0.3253273570423629,scaffold,KOR,grover_base,non-AC,MAE
0.29297419997320584,0.16661618796235883,scaffold,KOR,grover_base,non-AC,R2
0.6168894025847493,0.09294989745953956,scaffold,KOR,grover_base,non-AC,Pearson_R
1.8917409245398995,0.33448847945250965,scaffold,MDR1,grover_base_rdkit,non-AC,RMSE
1.4617806069925965,0.26673809301944956,scaffold,MDR1,grover_base_rdkit,non-AC,MAE
0.5882119403116117,0.17626986048762303,scaffold,MDR1,grover_base_rdkit,non-AC,R2
0.7933398432455189,0.10194025152859008,scaffold,MDR1,grover_base_rdkit,non-AC,Pearson_R
1.6982241414667267,0.16482922421226875,scaffold,CYP3A4,grover_base_rdkit,non-AC,RMSE
1.2777975221845648,0.11428895339482992,scaffold,CYP3A4,grover_base_rdkit,non-AC,MAE
0.30032295362245987,0.11735874517328916,scaffold,CYP3A4,grover_base_rdkit,non-AC,R2
0.5625339822853224,0.1021731379829298,scaffold,CYP3A4,grover_base_rdkit,non-AC,Pearson_R
1.731716813745339,0.195073980414318,scaffold,CYP2D6,grover_base_rdkit,non-AC,RMSE
1.3154611009213206,0.12557845292271702,scaffold,CYP2D6,grover_base_rdkit,non-AC,MAE
0.13078719391426769,0.0700842115840229,scaffold,CYP2D6,grover_base_rdkit,non-AC,R2
0.39866621925226486,0.0900426126849984,scaffold,CYP2D6,grover_base_rdkit,non-AC,Pearson_R
2.25640342496291,0.231063525440179,scaffold,MOR,grover_base_rdkit,non-AC,RMSE
1.7293340030488993,0.2042954018927843,scaffold,MOR,grover_base_rdkit,non-AC,MAE
0.42273379207901896,0.09238490837331154,scaffold,MOR,grover_base_rdkit,non-AC,R2
0.6616368806546931,0.06663073708468237,scaffold,MOR,grover_base_rdkit,non-AC,Pearson_R
2.056818521542545,0.24298164845482345,scaffold,DOR,grover_base_rdkit,non-AC,RMSE
1.583506621400722,0.21558194914994425,scaffold,DOR,grover_base_rdkit,non-AC,MAE
0.5150639455711783,0.09363350070136965,scaffold,DOR,grover_base_rdkit,non-AC,R2
0.7267741415025263,0.06642208113352897,scaffold,DOR,grover_base_rdkit,non-AC,Pearson_R
2.461444315644147,0.2681377195486062,scaffold,KOR,grover_base_rdkit,non-AC,RMSE
1.8883180575725893,0.22135980767456603,scaffold,KOR,grover_base_rdkit,non-AC,MAE
0.4295311442376292,0.10472508105615318,scaffold,KOR,grover_base_rdkit,non-AC,R2
0.6721853136664985,0.07130775753037281,scaffold,KOR,grover_base_rdkit,non-AC,Pearson_R
1.4204047147575847,0.24734674373376003,random,MDR1,RF,non-AC,RMSE
0.9431744225701225,0.12328736574181477,random,MDR1,RF,non-AC,MAE
0.7623835562592344,0.07740795569809077,random,MDR1,RF,non-AC,R2
0.8785954598651312,0.0427708054133685,random,MDR1,RF,non-AC,Pearson_R
1.2955050123257963,0.09683864837587353,random,CYP3A4,RF,non-AC,RMSE
0.9091774513239346,0.052564504255857555,random,CYP3A4,RF,non-AC,MAE
0.5995389754666821,0.05599646403115286,random,CYP3A4,RF,non-AC,R2
0.7761156427708368,0.03642419829545275,random,CYP3A4,RF,non-AC,Pearson_R
1.4618233443812445,0.09861004870736483,random,CYP2D6,RF,non-AC,RMSE
1.0458709660207843,0.06653553189475049,random,CYP2D6,RF,non-AC,MAE
0.3939832626708345,0.05563506879068018,random,CYP2D6,RF,non-AC,R2
0.6321226511862211,0.04595169136912998,random,CYP2D6,RF,non-AC,Pearson_R
1.694589857585629,0.12434086876784584,random,MOR,RF,non-AC,RMSE
1.2011013424008494,0.08231158337410814,random,MOR,RF,non-AC,MAE
0.6835327593576882,0.03669235286881146,random,MOR,RF,non-AC,R2
0.8291742559271328,0.02234787002533137,random,MOR,RF,non-AC,Pearson_R
1.5249946933621594,0.12933488624762496,random,DOR,RF,non-AC,RMSE
1.0827053411377423,0.08647646930475111,random,DOR,RF,non-AC,MAE
0.7344764509101005,0.043930885982799185,random,DOR,RF,non-AC,R2
0.8602960257118409,0.025924670017228348,random,DOR,RF,non-AC,Pearson_R
1.700122693738299,0.09616516259931224,random,KOR,RF,non-AC,RMSE
1.2311676913811238,0.0618590363528507,random,KOR,RF,non-AC,MAE
0.7216604977147157,0.04515981797803743,random,KOR,RF,non-AC,R2
0.8522527169283494,0.026117934351756616,random,KOR,RF,non-AC,Pearson_R
2.206809815480903,0.18688518861818323,random,MDR1,molbert,non-AC,RMSE
1.7514781882908947,0.1561940958321547,random,MDR1,molbert,non-AC,MAE
0.44196322360457185,0.0933248150398736,random,MDR1,molbert,non-AC,R2
0.7144076466331545,0.07414785137232899,random,MDR1,molbert,non-AC,Pearson_R
1.7237884278828293,0.09755006335077124,random,CYP3A4,molbert,non-AC,RMSE
1.3100371522152667,0.07225075614742514,random,CYP3A4,molbert,non-AC,MAE
0.2937180054264429,0.050314678273728285,random,CYP3A4,molbert,non-AC,R2
0.5548536636156042,0.046881681824652945,random,CYP3A4,molbert,non-AC,Pearson_R
1.7675236227213993,0.11689101184062707,random,CYP2D6,molbert,non-AC,RMSE
1.3492619723517727,0.08964279638834995,random,CYP2D6,molbert,non-AC,MAE
0.1280991708561641,0.06846253414111805,random,CYP2D6,molbert,non-AC,R2
0.38836831059289056,0.07811783982691123,random,CYP2D6,molbert,non-AC,Pearson_R
2.389108863293632,0.1334472415137143,random,MOR,molbert,non-AC,RMSE
1.893367502821684,0.10221644560833205,random,MOR,molbert,non-AC,MAE
0.3712707573313183,0.05659250423555393,random,MOR,molbert,non-AC,R2
0.6171262804206314,0.0472271374910244,random,MOR,molbert,non-AC,Pearson_R
2.301681300787876,0.09713779992477196,random,DOR,molbert,non-AC,RMSE
1.79235414501636,0.09252504625058514,random,DOR,molbert,non-AC,MAE
0.3979375135351742,0.04383658098208802,random,DOR,molbert,non-AC,R2
0.6440502210575955,0.03372634304198711,random,DOR,molbert,non-AC,Pearson_R
2.565002129228509,0.14091875046869198,random,KOR,molbert,non-AC,RMSE
1.9903519890754628,0.11703873372533277,random,KOR,molbert,non-AC,MAE
0.37046246274797284,0.06547011811746352,random,KOR,molbert,non-AC,R2
0.6234828386822463,0.048929753802235014,random,KOR,molbert,non-AC,Pearson_R
2.672819956455687,0.35475538467008444,random,MDR1,grover_base,non-AC,RMSE
2.1290719446678112,0.2790888554480922,random,MDR1,grover_base,non-AC,MAE
0.16684414834055547,0.20483777112138082,random,MDR1,grover_base,non-AC,R2
0.4785656209446109,0.26866836390510895,random,MDR1,grover_base,non-AC,Pearson_R
1.900446988171892,0.1475523210654477,random,CYP3A4,grover_base,non-AC,RMSE
1.4400463989370644,0.1097449221621749,random,CYP3A4,grover_base,non-AC,MAE
0.14227779041159103,0.08494424426904156,random,CYP3A4,grover_base,non-AC,R2
