metric_score,metric_name,mol_prop,model_name,fold,split_type,task,AC_label,suffix
1.5097426236556304,MAE,MDR1,grover_base_rdkit,5,scaffold,reg,AC,
0.7375569820064025,R2,MDR1,RF,5,scaffold,reg,AC,
0.4929123190814072,R2,MDR1,molbert,5,scaffold,reg,AC,
-0.19884280294569345,R2,MDR1,grover_base,5,scaffold,reg,AC,
0.6404687988651256,R2,MDR1,grover_base_rdkit,5,scaffold,reg,AC,
0.8588463605257872,Pearson_R,MDR1,RF,5,scaffold,reg,AC,
0.7988375236838812,Pearson_R,MDR1,molbert,5,scaffold,reg,AC,
-0.14919396777693508,Pearson_R,MDR1,grover_base,5,scaffold,reg,AC,
0.8470277267864016,Pearson_R,MDR1,grover_base_rdkit,5,scaffold,reg,AC,
2.3825656312670116,RMSE,MDR1,RF,6,scaffold,reg,AC,
2.167697236801623,RMSE,MDR1,molbert,6,scaffold,reg,AC,
2.3220009917162936,RMSE,MDR1,grover_base,6,scaffold,reg,AC,
2.6136583847720827,RMSE,MDR1,grover_base_rdkit,6,scaffold,reg,AC,
1.8736847449046565,MAE,MDR1,RF,6,scaffold,reg,AC,
1.7925213309683257,MAE,MDR1,molbert,6,scaffold,reg,AC,
1.9741456230542296,MAE,MDR1,grover_base,6,scaffold,reg,AC,
2.145188048663548,MAE,MDR1,grover_base_rdkit,6,scaffold,reg,AC,
-0.20256872950233173,R2,MDR1,RF,6,scaffold,reg,AC,
0.0045546646227359044,R2,MDR1,molbert,6,scaffold,reg,AC,
-0.14220738272872646,R2,MDR1,grover_base,6,scaffold,reg,AC,
-0.4471641891394611,R2,MDR1,grover_base_rdkit,6,scaffold,reg,AC,
0.24927248988732387,Pearson_R,MDR1,RF,6,scaffold,reg,AC,
0.18667197547456815,Pearson_R,MDR1,molbert,6,scaffold,reg,AC,
-0.2917060866750461,Pearson_R,MDR1,grover_base,6,scaffold,reg,AC,
-0.0681068504748843,Pearson_R,MDR1,grover_base_rdkit,6,scaffold,reg,AC,
2.9276812238642864,RMSE,MDR1,RF,7,scaffold,reg,AC,
3.537251397545773,RMSE,MDR1,molbert,7,scaffold,reg,AC,
4.312334002335532,RMSE,MDR1,grover_base,7,scaffold,reg,AC,
2.749331996405206,RMSE,MDR1,grover_base_rdkit,7,scaffold,reg,AC,
1.803070070721239,MAE,MDR1,RF,7,scaffold,reg,AC,
2.8567306956798864,MAE,MDR1,molbert,7,scaffold,reg,AC,
3.5361210391013596,MAE,MDR1,grover_base,7,scaffold,reg,AC,
1.9790996725249066,MAE,MDR1,grover_base_rdkit,7,scaffold,reg,AC,
0.7931835544880299,R2,MDR1,RF,7,scaffold,reg,AC,
0.6980956681451091,R2,MDR1,molbert,7,scaffold,reg,AC,
0.5512935871473283,R2,MDR1,grover_base,7,scaffold,reg,AC,
0.8176138450849513,R2,MDR1,grover_base_rdkit,7,scaffold,reg,AC,
0.8938696232443526,Pearson_R,MDR1,RF,7,scaffold,reg,AC,
0.9075470580189839,Pearson_R,MDR1,molbert,7,scaffold,reg,AC,
0.8966974939566412,Pearson_R,MDR1,grover_base,7,scaffold,reg,AC,
0.909742913290366,Pearson_R,MDR1,grover_base_rdkit,7,scaffold,reg,AC,
1.883483324043127,RMSE,MDR1,RF,8,scaffold,reg,AC,
2.89469231390867,RMSE,MDR1,molbert,8,scaffold,reg,AC,
5.423214432415013,RMSE,MDR1,grover_base,8,scaffold,reg,AC,
1.9796952174516342,RMSE,MDR1,grover_base_rdkit,8,scaffold,reg,AC,
1.4581075010189248,MAE,MDR1,RF,8,scaffold,reg,AC,
2.193273001940513,MAE,MDR1,molbert,8,scaffold,reg,AC,
3.9581412169220878,MAE,MDR1,grover_base,8,scaffold,reg,AC,
1.6896442978882615,MAE,MDR1,grover_base_rdkit,8,scaffold,reg,AC,
0.8779784571344528,R2,MDR1,RF,8,scaffold,reg,AC,
0.7117842124092459,R2,MDR1,molbert,8,scaffold,reg,AC,
-0.011641196367592643,R2,MDR1,grover_base,8,scaffold,reg,AC,
0.8651938762636071,R2,MDR1,grover_base_rdkit,8,scaffold,reg,AC,
0.9374040451076514,Pearson_R,MDR1,RF,8,scaffold,reg,AC,
0.9415467792649437,Pearson_R,MDR1,molbert,8,scaffold,reg,AC,
0.4735479462669654,Pearson_R,MDR1,grover_base,8,scaffold,reg,AC,
0.9340349867533829,Pearson_R,MDR1,grover_base_rdkit,8,scaffold,reg,AC,
1.7064128355472832,RMSE,MDR1,RF,9,scaffold,reg,AC,
3.506174967189904,RMSE,MDR1,molbert,9,scaffold,reg,AC,
4.5322807939275815,RMSE,MDR1,grover_base,9,scaffold,reg,AC,
3.1458158061247823,RMSE,MDR1,grover_base_rdkit,9,scaffold,reg,AC,
1.1716432311781584,MAE,MDR1,RF,9,scaffold,reg,AC,
2.781799346996566,MAE,MDR1,molbert,9,scaffold,reg,AC,
3.3790743498207405,MAE,MDR1,grover_base,9,scaffold,reg,AC,
2.376322529110648,MAE,MDR1,grover_base_rdkit,9,scaffold,reg,AC,
0.9161773390894705,R2,MDR1,RF,9,scaffold,reg,AC,
0.6461164358401549,R2,MDR1,molbert,9,scaffold,reg,AC,
0.4086741814982925,R2,MDR1,grover_base,9,scaffold,reg,AC,
0.7151214138810005,R2,MDR1,grover_base_rdkit,9,scaffold,reg,AC,
0.9630147911000128,Pearson_R,MDR1,RF,9,scaffold,reg,AC,
0.9494366592573574,Pearson_R,MDR1,molbert,9,scaffold,reg,AC,
0.9406026490127264,Pearson_R,MDR1,grover_base,9,scaffold,reg,AC,
0.9467560272638019,Pearson_R,MDR1,grover_base_rdkit,9,scaffold,reg,AC,
1.381663924155164,RMSE,MDR1,RF,10,scaffold,reg,AC,
2.633104448075518,RMSE,MDR1,molbert,10,scaffold,reg,AC,
2.6286824929101518,RMSE,MDR1,grover_base,10,scaffold,reg,AC,
2.1816911536511125,RMSE,MDR1,grover_base_rdkit,10,scaffold,reg,AC,
1.1376863784053968,MAE,MDR1,RF,10,scaffold,reg,AC,
2.306328103522095,MAE,MDR1,molbert,10,scaffold,reg,AC,
2.3291757528497907,MAE,MDR1,grover_base,10,scaffold,reg,AC,
1.8225452272689842,MAE,MDR1,grover_base_rdkit,10,scaffold,reg,AC,
0.7987796754805551,R2,MDR1,RF,10,scaffold,reg,AC,
0.26919218306842285,R2,MDR1,molbert,10,scaffold,reg,AC,
0.27164471757757214,R2,MDR1,grover_base,10,scaffold,reg,AC,
0.4982890842036587,R2,MDR1,grover_base_rdkit,10,scaffold,reg,AC,
0.9158656545206839,Pearson_R,MDR1,RF,10,scaffold,reg,AC,
0.6255137414076392,Pearson_R,MDR1,molbert,10,scaffold,reg,AC,
0.7781009857066854,Pearson_R,MDR1,grover_base,10,scaffold,reg,AC,
0.8059301338935687,Pearson_R,MDR1,grover_base_rdkit,10,scaffold,reg,AC,
1.7647432395855172,RMSE,MDR1,RF,11,scaffold,reg,AC,
4.90409202337594,RMSE,MDR1,molbert,11,scaffold,reg,AC,
10.639372060487846,RMSE,MDR1,grover_base,11,scaffold,reg,AC,
1.9013837043633317,RMSE,MDR1,grover_base_rdkit,11,scaffold,reg,AC,
1.1744512959914932,MAE,MDR1,RF,11,scaffold,reg,AC,
4.4486183476792505,MAE,MDR1,molbert,11,scaffold,reg,AC,
10.257711509618915,MAE,MDR1,grover_base,11,scaffold,reg,AC,
1.5586985538118967,MAE,MDR1,grover_base_rdkit,11,scaffold,reg,AC,
0.7681424115092512,R2,MDR1,RF,11,scaffold,reg,AC,
-0.5189785464228938,R2,MDR1,molbert,11,scaffold,reg,AC,
-7.427334915382973,R2,MDR1,grover_base,11,scaffold,reg,AC,
0.7308478856439942,R2,MDR1,grover_base_rdkit,11,scaffold,reg,AC,
0.8910079119690802,Pearson_R,MDR1,RF,11,scaffold,reg,AC,
0.8873172429496416,Pearson_R,MDR1,molbert,11,scaffold,reg,AC,
0.6644486506841008,Pearson_R,MDR1,grover_base,11,scaffold,reg,AC,
0.8694587974749293,Pearson_R,MDR1,grover_base_rdkit,11,scaffold,reg,AC,
1.3860390063406625,RMSE,MDR1,RF,12,scaffold,reg,AC,
1.9363606165985627,RMSE,MDR1,molbert,12,scaffold,reg,AC,
2.2145940863809086,RMSE,MDR1,grover_base,12,scaffold,reg,AC,
1.3919479294223178,RMSE,MDR1,grover_base_rdkit,12,scaffold,reg,AC,
1.1329835402805568,MAE,MDR1,RF,12,scaffold,reg,AC,
1.5574456528571528,MAE,MDR1,molbert,12,scaffold,reg,AC,
1.8218699849914062,MAE,MDR1,grover_base,12,scaffold,reg,AC,
1.1516432342759546,MAE,MDR1,grover_base_rdkit,12,scaffold,reg,AC,
0.5844037957708625,R2,MDR1,RF,12,scaffold,reg,AC,
0.18886498651586636,R2,MDR1,molbert,12,scaffold,reg,AC,
-0.060984255269636245,R2,MDR1,grover_base,12,scaffold,reg,AC,
0.5808527260187375,R2,MDR1,grover_base_rdkit,12,scaffold,reg,AC,
0.7774034632009532,Pearson_R,MDR1,RF,12,scaffold,reg,AC,
0.4793654748753235,Pearson_R,MDR1,molbert,12,scaffold,reg,AC,
0.03394114798058366,Pearson_R,MDR1,grover_base,12,scaffold,reg,AC,
0.8239656834205482,Pearson_R,MDR1,grover_base_rdkit,12,scaffold,reg,AC,
1.6507626217073994,RMSE,MDR1,RF,13,scaffold,reg,AC,
1.7671972108408287,RMSE,MDR1,molbert,13,scaffold,reg,AC,
2.127953800642603,RMSE,MDR1,grover_base,13,scaffold,reg,AC,
1.4974236140335961,RMSE,MDR1,grover_base_rdkit,13,scaffold,reg,AC,
1.3517076222284052,MAE,MDR1,RF,13,scaffold,reg,AC,
1.477410966721883,MAE,MDR1,molbert,13,scaffold,reg,AC,
1.7379411883278477,MAE,MDR1,grover_base,13,scaffold,reg,AC,
1.2138356243523578,MAE,MDR1,grover_base_rdkit,13,scaffold,reg,AC,
0.15611787986406678,R2,MDR1,RF,13,scaffold,reg,AC,
0.032875109045807926,R2,MDR1,molbert,13,scaffold,reg,AC,
-0.4022870453983003,R2,MDR1,grover_base,13,scaffold,reg,AC,
0.30561251115406396,R2,MDR1,grover_base_rdkit,13,scaffold,reg,AC,
0.4229620019425826,Pearson_R,MDR1,RF,13,scaffold,reg,AC,
0.5688537601635297,Pearson_R,MDR1,molbert,13,scaffold,reg,AC,
0.06961628758178713,Pearson_R,MDR1,grover_base,13,scaffold,reg,AC,
0.5530710561600417,Pearson_R,MDR1,grover_base_rdkit,13,scaffold,reg,AC,
1.773512839088809,RMSE,MDR1,RF,14,scaffold,reg,AC,
2.38639359419912,RMSE,MDR1,molbert,14,scaffold,reg,AC,
3.0561300482411644,RMSE,MDR1,grover_base,14,scaffold,reg,AC,
2.4061454311659083,RMSE,MDR1,grover_base_rdkit,14,scaffold,reg,AC,
1.4346821293133278,MAE,MDR1,RF,14,scaffold,reg,AC,
1.9371207253023441,MAE,MDR1,molbert,14,scaffold,reg,AC,
2.5272927841918627,MAE,MDR1,grover_base,14,scaffold,reg,AC,
1.7676643288123859,MAE,MDR1,grover_base_rdkit,14,scaffold,reg,AC,
0.6994473740634426,R2,MDR1,RF,14,scaffold,reg,AC,
0.45582823171070785,R2,MDR1,molbert,14,scaffold,reg,AC,
0.1075261190096577,R2,MDR1,grover_base,14,scaffold,reg,AC,
0.446782895124187,R2,MDR1,grover_base_rdkit,14,scaffold,reg,AC,
0.8631615080061614,Pearson_R,MDR1,RF,14,scaffold,reg,AC,
0.8176754316884857,Pearson_R,MDR1,molbert,14,scaffold,reg,AC,
0.5262565462441906,Pearson_R,MDR1,grover_base,14,scaffold,reg,AC,
0.8549683194481641,Pearson_R,MDR1,grover_base_rdkit,14,scaffold,reg,AC,
2.0875153688082957,RMSE,MDR1,RF,15,scaffold,reg,AC,
6.915709013340734,RMSE,MDR1,molbert,15,scaffold,reg,AC,
4.701541440400564,RMSE,MDR1,grover_base,15,scaffold,reg,AC,
2.2623846803985743,RMSE,MDR1,grover_base_rdkit,15,scaffold,reg,AC,
1.4965957236189589,MAE,MDR1,RF,15,scaffold,reg,AC,
5.03171249272456,MAE,MDR1,molbert,15,scaffold,reg,AC,
3.497097589100702,MAE,MDR1,grover_base,15,scaffold,reg,AC,
1.8002004257143152,MAE,MDR1,grover_base_rdkit,15,scaffold,reg,AC,
0.8414932487517891,R2,MDR1,RF,15,scaffold,reg,AC,
-0.7396497671004285,R2,MDR1,molbert,15,scaffold,reg,AC,
0.19597613708825035,R2,MDR1,grover_base,15,scaffold,reg,AC,
0.8138250249459882,R2,MDR1,grover_base_rdkit,15,scaffold,reg,AC,
0.923897658633043,Pearson_R,MDR1,RF,15,scaffold,reg,AC,
0.7474704248654833,Pearson_R,MDR1,molbert,15,scaffold,reg,AC,
0.9252042163342391,Pearson_R,MDR1,grover_base,15,scaffold,reg,AC,
0.941217378869902,Pearson_R,MDR1,grover_base_rdkit,15,scaffold,reg,AC,
1.6279753700109976,RMSE,MDR1,RF,16,scaffold,reg,AC,
1.894409863864094,RMSE,MDR1,molbert,16,scaffold,reg,AC,
1.6761501581954608,RMSE,MDR1,grover_base,16,scaffold,reg,AC,
1.50901814053543,RMSE,MDR1,grover_base_rdkit,16,scaffold,reg,AC,
1.2397196934408325,MAE,MDR1,RF,16,scaffold,reg,AC,
1.5618576049697097,MAE,MDR1,molbert,16,scaffold,reg,AC,
1.247198235115871,MAE,MDR1,grover_base,16,scaffold,reg,AC,
1.1401945458155565,MAE,MDR1,grover_base_rdkit,16,scaffold,reg,AC,
0.03650214947376074,R2,MDR1,RF,16,scaffold,reg,AC,
-0.30467696428850277,R2,MDR1,molbert,16,scaffold,reg,AC,
-0.021364913736162672,R2,MDR1,grover_base,16,scaffold,reg,AC,
0.17216456673258695,R2,MDR1,grover_base_rdkit,16,scaffold,reg,AC,
0.34556619823816037,Pearson_R,MDR1,RF,16,scaffold,reg,AC,
0.21253229035016852,Pearson_R,MDR1,molbert,16,scaffold,reg,AC,
-0.3577873094201314,Pearson_R,MDR1,grover_base,16,scaffold,reg,AC,
0.5007033970704067,Pearson_R,MDR1,grover_base_rdkit,16,scaffold,reg,AC,
2.634708501090279,RMSE,MDR1,RF,17,scaffold,reg,AC,
2.4198698048415856,RMSE,MDR1,molbert,17,scaffold,reg,AC,
2.2564667741556916,RMSE,MDR1,grover_base,17,scaffold,reg,AC,
2.5815059848759896,RMSE,MDR1,grover_base_rdkit,17,scaffold,reg,AC,
1.456653279860212,MAE,MDR1,RF,17,scaffold,reg,AC,
1.8157774463336283,MAE,MDR1,molbert,17,scaffold,reg,AC,
1.5742270533262397,MAE,MDR1,grover_base,17,scaffold,reg,AC,
1.8078084436874795,MAE,MDR1,grover_base_rdkit,17,scaffold,reg,AC,
0.28763567855226113,R2,MDR1,RF,17,scaffold,reg,AC,
0.3990739970597088,R2,MDR1,molbert,17,scaffold,reg,AC,
0.477489646417257,R2,MDR1,grover_base,17,scaffold,reg,AC,
0.3161146714969554,R2,MDR1,grover_base_rdkit,17,scaffold,reg,AC,
0.7150752917605608,Pearson_R,MDR1,RF,17,scaffold,reg,AC,
0.646535748992376,Pearson_R,MDR1,molbert,17,scaffold,reg,AC,
0.7094788399129073,Pearson_R,MDR1,grover_base,17,scaffold,reg,AC,
0.6417623169164905,Pearson_R,MDR1,grover_base_rdkit,17,scaffold,reg,AC,
2.396523897294247,RMSE,MDR1,RF,18,scaffold,reg,AC,
2.7564903851195854,RMSE,MDR1,molbert,18,scaffold,reg,AC,
3.51263179089452,RMSE,MDR1,grover_base,18,scaffold,reg,AC,
2.494378268962365,RMSE,MDR1,grover_base_rdkit,18,scaffold,reg,AC,
1.6601335146018432,MAE,MDR1,RF,18,scaffold,reg,AC,
2.2751215193372434,MAE,MDR1,molbert,18,scaffold,reg,AC,
3.0270124667299037,MAE,MDR1,grover_base,18,scaffold,reg,AC,
1.877787600705511,MAE,MDR1,grover_base_rdkit,18,scaffold,reg,AC,
0.4457364309700539,R2,MDR1,RF,18,scaffold,reg,AC,
0.2667268809984771,R2,MDR1,molbert,18,scaffold,reg,AC,
-0.19074306587901346,R2,MDR1,grover_base,18,scaffold,reg,AC,
0.39954919062188443,R2,MDR1,grover_base_rdkit,18,scaffold,reg,AC,
0.6954222493767704,Pearson_R,MDR1,RF,18,scaffold,reg,AC,
0.5375453856720098,Pearson_R,MDR1,molbert,18,scaffold,reg,AC,
0.548378887088492,Pearson_R,MDR1,grover_base,18,scaffold,reg,AC,
0.6368348473589702,Pearson_R,MDR1,grover_base_rdkit,18,scaffold,reg,AC,
2.6131473032666013,RMSE,MDR1,RF,19,scaffold,reg,AC,
2.890507420565608,RMSE,MDR1,molbert,19,scaffold,reg,AC,
5.088700659105839,RMSE,MDR1,grover_base,19,scaffold,reg,AC,
2.73774711415995,RMSE,MDR1,grover_base_rdkit,19,scaffold,reg,AC,
1.9530839411530125,MAE,MDR1,RF,19,scaffold,reg,AC,
2.1699831704061157,MAE,MDR1,molbert,19,scaffold,reg,AC,
3.2144150972055154,MAE,MDR1,grover_base,19,scaffold,reg,AC,
2.121261045128797,MAE,MDR1,grover_base_rdkit,19,scaffold,reg,AC,
0.6799305865550331,R2,MDR1,RF,19,scaffold,reg,AC,
0.6083802663605915,R2,MDR1,molbert,19,scaffold,reg,AC,
-0.2137526735760178,R2,MDR1,grover_base,19,scaffold,reg,AC,
0.6486798573542042,R2,MDR1,grover_base_rdkit,19,scaffold,reg,AC,
0.8628865600990964,Pearson_R,MDR1,RF,19,scaffold,reg,AC,
0.8636159051825678,Pearson_R,MDR1,molbert,19,scaffold,reg,AC,
0.5306994015033539,Pearson_R,MDR1,grover_base,19,scaffold,reg,AC,
0.860050514357112,Pearson_R,MDR1,grover_base_rdkit,19,scaffold,reg,AC,
2.631861157743295,RMSE,MDR1,RF,20,scaffold,reg,AC,
2.836368382757327,RMSE,MDR1,molbert,20,scaffold,reg,AC,
2.6388373385246404,RMSE,MDR1,grover_base,20,scaffold,reg,AC,
2.816657881782057,RMSE,MDR1,grover_base_rdkit,20,scaffold,reg,AC,
1.6839819410548926,MAE,MDR1,RF,20,scaffold,reg,AC,
1.9990526336685253,MAE,MDR1,molbert,20,scaffold,reg,AC,
1.8634596323034873,MAE,MDR1,grover_base,20,scaffold,reg,AC,
1.9248986368688699,MAE,MDR1,grover_base_rdkit,20,scaffold,reg,AC,
0.3690838390729314,R2,MDR1,RF,20,scaffold,reg,AC,
0.26722446396223176,R2,MDR1,molbert,20,scaffold,reg,AC,
0.36573471217758124,R2,MDR1,grover_base,20,scaffold,reg,AC,
0.2773734694692227,R2,MDR1,grover_base_rdkit,20,scaffold,reg,AC,
0.7002800962851288,Pearson_R,MDR1,RF,20,scaffold,reg,AC,
0.5432165782199565,Pearson_R,MDR1,molbert,20,scaffold,reg,AC,
0.6647451680926374,Pearson_R,MDR1,grover_base,20,scaffold,reg,AC,
0.5937840043454137,Pearson_R,MDR1,grover_base_rdkit,20,scaffold,reg,AC,
0.9398655920407363,RMSE,MDR1,RF,21,scaffold,reg,AC,
2.1320845729296707,RMSE,MDR1,molbert,21,scaffold,reg,AC,
2.0297448573040433,RMSE,MDR1,grover_base,21,scaffold,reg,AC,
1.3830338384390637,RMSE,MDR1,grover_base_rdkit,21,scaffold,reg,AC,
0.7395419213008458,MAE,MDR1,RF,21,scaffold,reg,AC,
1.617798228744918,MAE,MDR1,molbert,21,scaffold,reg,AC,
1.5659925909252415,MAE,MDR1,grover_base,21,scaffold,reg,AC,
1.0771973806804396,MAE,MDR1,grover_base_rdkit,21,scaffold,reg,AC,
0.7156408198871564,R2,MDR1,RF,21,scaffold,reg,AC,
-0.46333786979023195,R2,MDR1,molbert,21,scaffold,reg,AC,
-0.3262294012652429,R2,MDR1,grover_base,21,scaffold,reg,AC,
0.38425433323169167,R2,MDR1,grover_base_rdkit,21,scaffold,reg,AC,
0.9180425865629499,Pearson_R,MDR1,RF,21,scaffold,reg,AC,
0.8323282443328273,Pearson_R,MDR1,molbert,21,scaffold,reg,AC,
0.8130973456057321,Pearson_R,MDR1,grover_base,21,scaffold,reg,AC,
0.911864670590314,Pearson_R,MDR1,grover_base_rdkit,21,scaffold,reg,AC,
1.5089304301756359,RMSE,MDR1,RF,22,scaffold,reg,AC,
1.761493941820343,RMSE,MDR1,molbert,22,scaffold,reg,AC,
1.7882506843170929,RMSE,MDR1,grover_base,22,scaffold,reg,AC,
1.9271898824248908,RMSE,MDR1,grover_base_rdkit,22,scaffold,reg,AC,
1.2205787362267153,MAE,MDR1,RF,22,scaffold,reg,AC,
1.3884204050075395,MAE,MDR1,molbert,22,scaffold,reg,AC,
1.3207607301161648,MAE,MDR1,grover_base,22,scaffold,reg,AC,
1.4809273370448028,MAE,MDR1,grover_base_rdkit,22,scaffold,reg,AC,
0.4275303124810571,R2,MDR1,RF,22,scaffold,reg,AC,
0.21985313658775496,R2,MDR1,molbert,22,scaffold,reg,AC,
0.19597257692206205,R2,MDR1,grover_base,22,scaffold,reg,AC,
0.06618020523944934,R2,MDR1,grover_base_rdkit,22,scaffold,reg,AC,
