metric_score,metric_name,mol_rep,mol_prop,model_name,fold,split_type,task
2.134630538327146,RMSE,SMILES,MDR1,MolBERT,0,scaffold,reg
1.7212777327114799,MAE,SMILES,MDR1,MolBERT,0,scaffold,reg
0.43756785670043163,R2,SMILES,MDR1,MolBERT,0,scaffold,reg
0.700335931191061,Pearson_R,SMILES,MDR1,MolBERT,0,scaffold,reg
1.7212777327114799,MAPE,SMILES,MDR1,MolBERT,0,scaffold,reg
2.5928064388809546,RMSE,Graph,MDR1,GROVER,0,scaffold,reg
2.0660225311822393,MAE,Graph,MDR1,GROVER,0,scaffold,reg
0.17021630564118084,R2,Graph,MDR1,GROVER,0,scaffold,reg
0.49566855609274213,Pearson_R,Graph,MDR1,GROVER,0,scaffold,reg
2.0660225311822393,MAPE,Graph,MDR1,GROVER,0,scaffold,reg
1.747064932618468,RMSE,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
1.416650619591203,MAE,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
0.6232590777752061,R2,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
0.8075850690430345,Pearson_R,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
1.416650619591203,MAPE,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
1.293612628518931,RMSE,morganBits,MDR1,RF,0,scaffold,reg
1.364487016570916,RMSE,morganCounts,MDR1,RF,0,scaffold,reg
1.30301435592056,RMSE,maccs,MDR1,RF,0,scaffold,reg
1.3295816995989733,RMSE,rdkit2d,MDR1,RF,0,scaffold,reg
1.367115971842801,RMSE,physchem,MDR1,RF,0,scaffold,reg
1.2104815419627286,RMSE,atomPairs,MDR1,RF,0,scaffold,reg
1.0101023680339978,MAE,morganBits,MDR1,RF,0,scaffold,reg
1.0473180125245558,MAE,morganCounts,MDR1,RF,0,scaffold,reg
1.040673963391991,MAE,maccs,MDR1,RF,0,scaffold,reg
1.0649721161882735,MAE,rdkit2d,MDR1,RF,0,scaffold,reg
1.075814799567723,MAE,physchem,MDR1,RF,0,scaffold,reg
0.9760171230556873,MAE,atomPairs,MDR1,RF,0,scaffold,reg
0.7934461964641406,R2,morganBits,MDR1,RF,0,scaffold,reg
0.7701928596093105,R2,morganCounts,MDR1,RF,0,scaffold,reg
0.7904328995674751,R2,maccs,MDR1,RF,0,scaffold,reg
0.7817999925447765,R2,rdkit2d,MDR1,RF,0,scaffold,reg
0.7693064683194156,R2,physchem,MDR1,RF,0,scaffold,reg
0.8191406163892248,R2,atomPairs,MDR1,RF,0,scaffold,reg
0.9176302438748527,Pearson_R,morganBits,MDR1,RF,0,scaffold,reg
0.9042445253625915,Pearson_R,morganCounts,MDR1,RF,0,scaffold,reg
0.9051873933789025,Pearson_R,maccs,MDR1,RF,0,scaffold,reg
0.897033276691753,Pearson_R,rdkit2d,MDR1,RF,0,scaffold,reg
0.8959241630384334,Pearson_R,physchem,MDR1,RF,0,scaffold,reg
0.9104559414691688,Pearson_R,atomPairs,MDR1,RF,0,scaffold,reg
1.0101023680339978,MAPE,morganBits,MDR1,RF,0,scaffold,reg
1.0473180125245558,MAPE,morganCounts,MDR1,RF,0,scaffold,reg
1.040673963391991,MAPE,maccs,MDR1,RF,0,scaffold,reg
1.0649721161882735,MAPE,rdkit2d,MDR1,RF,0,scaffold,reg
1.075814799567723,MAPE,physchem,MDR1,RF,0,scaffold,reg
0.9760171230556873,MAPE,atomPairs,MDR1,RF,0,scaffold,reg
2.163051261705176,RMSE,morganBits,MDR1,SVM,0,scaffold,reg
2.3146350867014793,RMSE,morganCounts,MDR1,SVM,0,scaffold,reg
2.208363593151339,RMSE,maccs,MDR1,SVM,0,scaffold,reg
1.37466895842291,RMSE,rdkit2d,MDR1,SVM,0,scaffold,reg
3.287030985441716,RMSE,physchem,MDR1,SVM,0,scaffold,reg
6.894474089198884,RMSE,atomPairs,MDR1,SVM,0,scaffold,reg
1.8174483603029756,MAE,morganBits,MDR1,SVM,0,scaffold,reg
1.859096318539114,MAE,morganCounts,MDR1,SVM,0,scaffold,reg
1.8299595121147532,MAE,maccs,MDR1,SVM,0,scaffold,reg
1.1072808727647274,MAE,rdkit2d,MDR1,SVM,0,scaffold,reg
2.7784572574376707,MAE,physchem,MDR1,SVM,0,scaffold,reg
5.215823596747734,MAE,atomPairs,MDR1,SVM,0,scaffold,reg
0.4224915713890435,R2,morganBits,MDR1,SVM,0,scaffold,reg
0.33871333109622836,R2,morganCounts,MDR1,SVM,0,scaffold,reg
0.3980424568245621,R2,maccs,MDR1,SVM,0,scaffold,reg
0.7667503744333121,R2,rdkit2d,MDR1,SVM,0,scaffold,reg
-0.33362061276269306,R2,physchem,MDR1,SVM,0,scaffold,reg
-4.867147289875097,R2,atomPairs,MDR1,SVM,0,scaffold,reg
0.8471921295518251,Pearson_R,morganBits,MDR1,SVM,0,scaffold,reg
