metric_score,metric_name,mol_rep,mol_prop,model_name,fold,split_type,task
2.215889458139937,RMSE,SMILES,MDR1,MolBERT,0,scaffold,reg
1.7740055699350963,MAE,SMILES,MDR1,MolBERT,0,scaffold,reg
0.4883816643496327,R2,SMILES,MDR1,MolBERT,0,scaffold,reg
0.7491970569499778,Pearson_R,SMILES,MDR1,MolBERT,0,scaffold,reg
1.7740055699350963,MAPE,SMILES,MDR1,MolBERT,0,scaffold,reg
2.59286010397561,RMSE,Graph,MDR1,GROVER,0,scaffold,reg
1.9902491458576415,MAE,Graph,MDR1,GROVER,0,scaffold,reg
0.2995000687053845,R2,Graph,MDR1,GROVER,0,scaffold,reg
0.674337148361961,Pearson_R,Graph,MDR1,GROVER,0,scaffold,reg
1.9902491458576415,MAPE,Graph,MDR1,GROVER,0,scaffold,reg
1.8338879542788116,RMSE,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
1.3371162219399184,MAE,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
0.6495746448611882,R2,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
0.8077236245737247,Pearson_R,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
1.3371162219399184,MAPE,Graph,MDR1,GROVER_RDKit,0,scaffold,reg
1.710000458462689,RMSE,morganBits,MDR1,RF,0,scaffold,reg
1.5094037540767329,RMSE,morganCounts,MDR1,RF,0,scaffold,reg
1.8384055824941488,RMSE,maccs,MDR1,RF,0,scaffold,reg
1.5948866455108062,RMSE,rdkit2d,MDR1,RF,0,scaffold,reg
1.5477616399136929,RMSE,physchem,MDR1,RF,0,scaffold,reg
1.5111066068449515,RMSE,atomPairs,MDR1,RF,0,scaffold,reg
1.2091691400192646,MAE,morganBits,MDR1,RF,0,scaffold,reg
1.0107972412114559,MAE,morganCounts,MDR1,RF,0,scaffold,reg
1.3556093644701372,MAE,maccs,MDR1,RF,0,scaffold,reg
1.067381957064849,MAE,rdkit2d,MDR1,RF,0,scaffold,reg
