metric_score,metric_name,mol_rep,mol_prop,model_name,fold,split_type,task
0.0,Precision_PPV,Graph,CYP2D6,GROVER_RDKit,0,scaffold,cutoff6
1.0,Precision_NPV,Graph,CYP2D6,GROVER_RDKit,0,scaffold,cutoff6
0.0,MCC,Graph,CYP2D6,GROVER_RDKit,0,scaffold,cutoff6
,Cohen_Kappa,Graph,CYP2D6,GROVER_RDKit,0,scaffold,cutoff6
0.0,BEDROC,Graph,CYP2D6,GROVER_RDKit,0,scaffold,cutoff6
0.0,EF,Graph,CYP2D6,GROVER_RDKit,0,scaffold,cutoff6
-1.0,AUROC,morganBits,CYP2D6,RF,0,scaffold,cutoff6
-1.0,AUROC,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
-1.0,AUROC,maccs,CYP2D6,RF,0,scaffold,cutoff6
-1.0,AUROC,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
-1.0,AUROC,physchem,CYP2D6,RF,0,scaffold,cutoff6
-1.0,AUROC,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
,AUPRC,morganBits,CYP2D6,RF,0,scaffold,cutoff6
,AUPRC,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
,AUPRC,maccs,CYP2D6,RF,0,scaffold,cutoff6
,AUPRC,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
,AUPRC,physchem,CYP2D6,RF,0,scaffold,cutoff6
,AUPRC,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
0.0,Precision_PPV,morganBits,CYP2D6,RF,0,scaffold,cutoff6
0.0,Precision_PPV,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
0.0,Precision_PPV,maccs,CYP2D6,RF,0,scaffold,cutoff6
0.0,Precision_PPV,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
0.0,Precision_PPV,physchem,CYP2D6,RF,0,scaffold,cutoff6
0.0,Precision_PPV,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
1.0,Precision_NPV,morganBits,CYP2D6,RF,0,scaffold,cutoff6
1.0,Precision_NPV,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
1.0,Precision_NPV,maccs,CYP2D6,RF,0,scaffold,cutoff6
1.0,Precision_NPV,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
1.0,Precision_NPV,physchem,CYP2D6,RF,0,scaffold,cutoff6
1.0,Precision_NPV,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
0.0,MCC,morganBits,CYP2D6,RF,0,scaffold,cutoff6
0.0,MCC,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
0.0,MCC,maccs,CYP2D6,RF,0,scaffold,cutoff6
0.0,MCC,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
0.0,MCC,physchem,CYP2D6,RF,0,scaffold,cutoff6
0.0,MCC,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
,Cohen_Kappa,morganBits,CYP2D6,RF,0,scaffold,cutoff6
,Cohen_Kappa,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
,Cohen_Kappa,maccs,CYP2D6,RF,0,scaffold,cutoff6
,Cohen_Kappa,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
,Cohen_Kappa,physchem,CYP2D6,RF,0,scaffold,cutoff6
,Cohen_Kappa,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
0.0,BEDROC,morganBits,CYP2D6,RF,0,scaffold,cutoff6
0.0,BEDROC,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
0.0,BEDROC,maccs,CYP2D6,RF,0,scaffold,cutoff6
0.0,BEDROC,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
0.0,BEDROC,physchem,CYP2D6,RF,0,scaffold,cutoff6
0.0,BEDROC,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
0.0,EF,morganBits,CYP2D6,RF,0,scaffold,cutoff6
0.0,EF,morganCounts,CYP2D6,RF,0,scaffold,cutoff6
0.0,EF,maccs,CYP2D6,RF,0,scaffold,cutoff6
0.0,EF,rdkit2d,CYP2D6,RF,0,scaffold,cutoff6
0.0,EF,physchem,CYP2D6,RF,0,scaffold,cutoff6
0.0,EF,atomPairs,CYP2D6,RF,0,scaffold,cutoff6
-1.0,AUROC,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
-1.0,AUROC,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
-1.0,AUROC,maccs,CYP2D6,SVM,0,scaffold,cutoff6
-1.0,AUROC,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
-1.0,AUROC,physchem,CYP2D6,SVM,0,scaffold,cutoff6
-1.0,AUROC,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
,AUPRC,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
,AUPRC,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
,AUPRC,maccs,CYP2D6,SVM,0,scaffold,cutoff6
,AUPRC,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
,AUPRC,physchem,CYP2D6,SVM,0,scaffold,cutoff6
,AUPRC,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,Precision_PPV,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
0.0,Precision_PPV,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
0.0,Precision_PPV,maccs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,Precision_PPV,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
0.0,Precision_PPV,physchem,CYP2D6,SVM,0,scaffold,cutoff6
0.0,Precision_PPV,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
1.0,Precision_NPV,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
1.0,Precision_NPV,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
1.0,Precision_NPV,maccs,CYP2D6,SVM,0,scaffold,cutoff6
1.0,Precision_NPV,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
1.0,Precision_NPV,physchem,CYP2D6,SVM,0,scaffold,cutoff6
1.0,Precision_NPV,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,MCC,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
0.0,MCC,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
0.0,MCC,maccs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,MCC,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
0.0,MCC,physchem,CYP2D6,SVM,0,scaffold,cutoff6
0.0,MCC,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
,Cohen_Kappa,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
,Cohen_Kappa,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
,Cohen_Kappa,maccs,CYP2D6,SVM,0,scaffold,cutoff6
,Cohen_Kappa,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
,Cohen_Kappa,physchem,CYP2D6,SVM,0,scaffold,cutoff6
,Cohen_Kappa,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,BEDROC,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
0.0,BEDROC,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
0.0,BEDROC,maccs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,BEDROC,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
0.0,BEDROC,physchem,CYP2D6,SVM,0,scaffold,cutoff6
0.0,BEDROC,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,EF,morganBits,CYP2D6,SVM,0,scaffold,cutoff6
0.0,EF,morganCounts,CYP2D6,SVM,0,scaffold,cutoff6
0.0,EF,maccs,CYP2D6,SVM,0,scaffold,cutoff6
0.0,EF,rdkit2d,CYP2D6,SVM,0,scaffold,cutoff6
0.0,EF,physchem,CYP2D6,SVM,0,scaffold,cutoff6
0.0,EF,atomPairs,CYP2D6,SVM,0,scaffold,cutoff6
-1.0,AUROC,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
-1.0,AUROC,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
-1.0,AUROC,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
-1.0,AUROC,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
-1.0,AUROC,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
-1.0,AUROC,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
,AUPRC,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
,AUPRC,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
,AUPRC,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
,AUPRC,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
,AUPRC,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
,AUPRC,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,Precision_PPV,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,Precision_PPV,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,Precision_PPV,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,Precision_PPV,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,Precision_PPV,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,Precision_PPV,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
1.0,Precision_NPV,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
1.0,Precision_NPV,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
1.0,Precision_NPV,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
