metric_score,metric_name,mol_prop,model_name,fold,split_type,task,radius,nbit
1.0475632487351387,MAE,MDR1,RF,1,random,reg,Radius: 2,NumBits: 1024
0.7505902898741335,R2,MDR1,RF,1,random,reg,Radius: 2,NumBits: 1024
0.8747806201690539,Pearson_R,MDR1,RF,1,random,reg,Radius: 2,NumBits: 1024
1.595369353747397,RMSE,CYP2D6,RF,1,random,reg,Radius: 2,NumBits: 1024
1.1543009157059745,MAE,CYP2D6,RF,1,random,reg,Radius: 2,NumBits: 1024
0.36030782920903437,R2,CYP2D6,RF,1,random,reg,Radius: 2,NumBits: 1024
0.6153500842173804,Pearson_R,CYP2D6,RF,1,random,reg,Radius: 2,NumBits: 1024
1.447643295059405,RMSE,CYP3A4,RF,1,random,reg,Radius: 2,NumBits: 1024
0.932818443828829,MAE,CYP3A4,RF,1,random,reg,Radius: 2,NumBits: 1024
0.46115841702287597,R2,CYP3A4,RF,1,random,reg,Radius: 2,NumBits: 1024
0.6796270559805426,Pearson_R,CYP3A4,RF,1,random,reg,Radius: 2,NumBits: 1024
1.9005482580005775,RMSE,MOR,RF,1,random,reg,Radius: 2,NumBits: 1024
1.3182592572278218,MAE,MOR,RF,1,random,reg,Radius: 2,NumBits: 1024
0.5938815430488049,R2,MOR,RF,1,random,reg,Radius: 2,NumBits: 1024
0.7707675253721926,Pearson_R,MOR,RF,1,random,reg,Radius: 2,NumBits: 1024
1.7381086354940172,RMSE,DOR,RF,1,random,reg,Radius: 2,NumBits: 1024
1.2261459180335548,MAE,DOR,RF,1,random,reg,Radius: 2,NumBits: 1024
0.6982811997978808,R2,DOR,RF,1,random,reg,Radius: 2,NumBits: 1024
0.8394205810103079,Pearson_R,DOR,RF,1,random,reg,Radius: 2,NumBits: 1024
1.7769871126538601,RMSE,KOR,RF,1,random,reg,Radius: 2,NumBits: 1024
1.3125232389921053,MAE,KOR,RF,1,random,reg,Radius: 2,NumBits: 1024
0.6597555384262811,R2,KOR,RF,1,random,reg,Radius: 2,NumBits: 1024
0.814520689344831,Pearson_R,KOR,RF,1,random,reg,Radius: 2,NumBits: 1024
1.9903265544670028,RMSE,MDR1,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.426511810878119,MAE,MDR1,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.6563997397188857,R2,MDR1,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.8196348518628188,Pearson_R,MDR1,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.5914216234323186,RMSE,CYP2D6,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.2319110238359854,MAE,CYP2D6,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.3305001421072443,R2,CYP2D6,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.5794350799860165,Pearson_R,CYP2D6,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.7710731820196242,RMSE,CYP3A4,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.2326080602309637,MAE,CYP3A4,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.3230295299989173,R2,CYP3A4,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.5740357111630457,Pearson_R,CYP3A4,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
2.084179044972468,RMSE,MOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.4687043019785477,MAE,MOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.5770039397847317,R2,MOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.7597492900921266,Pearson_R,MOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.6550035609673677,RMSE,DOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.136081028984638,MAE,DOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.684028092812514,R2,DOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.835502014406418,Pearson_R,DOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.8545017465647207,RMSE,KOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.3360896859181481,MAE,KOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.7029369206382388,R2,KOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
0.8391237654224794,Pearson_R,KOR,RF,2,scaffold,reg,Radius: 2,NumBits: 1024
1.2781832918937028,RMSE,MDR1,RF,2,random,reg,Radius: 2,NumBits: 1024
0.8673569489992562,MAE,MDR1,RF,2,random,reg,Radius: 2,NumBits: 1024
0.8481816275248185,R2,MDR1,RF,2,random,reg,Radius: 2,NumBits: 1024
0.9212331935997143,Pearson_R,MDR1,RF,2,random,reg,Radius: 2,NumBits: 1024
1.5426069703658762,RMSE,CYP2D6,RF,2,random,reg,Radius: 2,NumBits: 1024
1.0922453942505288,MAE,CYP2D6,RF,2,random,reg,Radius: 2,NumBits: 1024
0.42097958436891136,R2,CYP2D6,RF,2,random,reg,Radius: 2,NumBits: 1024
0.6534464489408183,Pearson_R,CYP2D6,RF,2,random,reg,Radius: 2,NumBits: 1024
1.4597296796039014,RMSE,CYP3A4,RF,2,random,reg,Radius: 2,NumBits: 1024
1.0084142003239307,MAE,CYP3A4,RF,2,random,reg,Radius: 2,NumBits: 1024
0.520181559617767,R2,CYP3A4,RF,2,random,reg,Radius: 2,NumBits: 1024
0.7255904585219202,Pearson_R,CYP3A4,RF,2,random,reg,Radius: 2,NumBits: 1024
1.708879736191078,RMSE,MOR,RF,2,random,reg,Radius: 2,NumBits: 1024
1.1792738997753232,MAE,MOR,RF,2,random,reg,Radius: 2,NumBits: 1024
0.6775012163380525,R2,MOR,RF,2,random,reg,Radius: 2,NumBits: 1024
0.82327309635626,Pearson_R,MOR,RF,2,random,reg,Radius: 2,NumBits: 1024
1.4333711833222749,RMSE,DOR,RF,2,random,reg,Radius: 2,NumBits: 1024
1.064643177412883,MAE,DOR,RF,2,random,reg,Radius: 2,NumBits: 1024
0.7801576827733754,R2,DOR,RF,2,random,reg,Radius: 2,NumBits: 1024
0.8851513372258308,Pearson_R,DOR,RF,2,random,reg,Radius: 2,NumBits: 1024
1.6432795169087062,RMSE,KOR,RF,2,random,reg,Radius: 2,NumBits: 1024
1.2429706865608887,MAE,KOR,RF,2,random,reg,Radius: 2,NumBits: 1024
0.7339712369750545,R2,KOR,RF,2,random,reg,Radius: 2,NumBits: 1024
0.8571276297108872,Pearson_R,KOR,RF,2,random,reg,Radius: 2,NumBits: 1024
1.3869186770925914,RMSE,MDR1,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.0283488486901664,MAE,MDR1,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.7889639205256382,R2,MDR1,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.8888319257206776,Pearson_R,MDR1,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.8539570802966128,RMSE,CYP2D6,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.389116097058808,MAE,CYP2D6,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.2006704335088576,R2,CYP2D6,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.4574772441883579,Pearson_R,CYP2D6,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.5652949726990701,RMSE,CYP3A4,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.0998272534367053,MAE,CYP3A4,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.4088121704044595,R2,CYP3A4,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.6440931795338302,Pearson_R,CYP3A4,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.9906200885255256,RMSE,MOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.3487783714709332,MAE,MOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.5444559249180259,R2,MOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.7423584981883256,Pearson_R,MOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
2.349261381605356,RMSE,DOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.7057937553133649,MAE,DOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.3712757557010016,R2,DOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.6382718802100665,Pearson_R,DOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.8472863184236696,RMSE,KOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.4078748795162495,MAE,KOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.6351589770723536,R2,KOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
0.8001619618436951,Pearson_R,KOR,RF,3,scaffold,reg,Radius: 2,NumBits: 1024
1.5678428103120177,RMSE,MDR1,RF,3,random,reg,Radius: 2,NumBits: 1024
1.0232125099963276,MAE,MDR1,RF,3,random,reg,Radius: 2,NumBits: 1024
0.7697919147061978,R2,MDR1,RF,3,random,reg,Radius: 2,NumBits: 1024
0.8790274463467111,Pearson_R,MDR1,RF,3,random,reg,Radius: 2,NumBits: 1024
1.6106407859070657,RMSE,CYP2D6,RF,3,random,reg,Radius: 2,NumBits: 1024
1.2170852069663045,MAE,CYP2D6,RF,3,random,reg,Radius: 2,NumBits: 1024
0.3863377446657248,R2,CYP2D6,RF,3,random,reg,Radius: 2,NumBits: 1024
0.6249109520666417,Pearson_R,CYP2D6,RF,3,random,reg,Radius: 2,NumBits: 1024
1.3119329874565961,RMSE,CYP3A4,RF,3,random,reg,Radius: 2,NumBits: 1024
0.9339500842554133,MAE,CYP3A4,RF,3,random,reg,Radius: 2,NumBits: 1024
0.5730221693803285,R2,CYP3A4,RF,3,random,reg,Radius: 2,NumBits: 1024
0.7612379428260587,Pearson_R,CYP3A4,RF,3,random,reg,Radius: 2,NumBits: 1024
1.6604013258308088,RMSE,MOR,RF,3,random,reg,Radius: 2,NumBits: 1024
1.2283391325467723,MAE,MOR,RF,3,random,reg,Radius: 2,NumBits: 1024
0.7249142376147361,R2,MOR,RF,3,random,reg,Radius: 2,NumBits: 1024
0.8530737164193599,Pearson_R,MOR,RF,3,random,reg,Radius: 2,NumBits: 1024
1.6522501291313978,RMSE,DOR,RF,3,random,reg,Radius: 2,NumBits: 1024
1.2045153873738592,MAE,DOR,RF,3,random,reg,Radius: 2,NumBits: 1024
0.6775018472165686,R2,DOR,RF,3,random,reg,Radius: 2,NumBits: 1024
0.8234857695646162,Pearson_R,DOR,RF,3,random,reg,Radius: 2,NumBits: 1024
1.7242126188240576,RMSE,KOR,RF,3,random,reg,Radius: 2,NumBits: 1024
1.246225870347406,MAE,KOR,RF,3,random,reg,Radius: 2,NumBits: 1024
0.6640420498901869,R2,KOR,RF,3,random,reg,Radius: 2,NumBits: 1024
0.8246800579180273,Pearson_R,KOR,RF,3,random,reg,Radius: 2,NumBits: 1024
1.7887223874928557,RMSE,MDR1,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.37744292740291,MAE,MDR1,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.8398059063339165,R2,MDR1,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.9175140628683441,Pearson_R,MDR1,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.7671752540266505,RMSE,CYP2D6,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.3301266402127645,MAE,CYP2D6,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.24983720180423852,R2,CYP2D6,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.5009772021857907,Pearson_R,CYP2D6,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.7714586543349669,RMSE,CYP3A4,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.302277105876292,MAE,CYP3A4,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.3106228751375616,R2,CYP3A4,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.5588620017279238,Pearson_R,CYP3A4,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.7598500013167286,RMSE,MOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.2840371489923577,MAE,MOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.5843156043221954,R2,MOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.7679727887502418,Pearson_R,MOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.9926111652189213,RMSE,DOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.4974244470643892,MAE,DOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.6756553607819726,R2,DOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.829022497508481,Pearson_R,DOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
2.019474853753909,RMSE,KOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.530857376269406,MAE,KOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.6394643588828133,R2,KOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
0.802863748156993,Pearson_R,KOR,RF,4,scaffold,reg,Radius: 2,NumBits: 1024
1.518823080509996,RMSE,MDR1,RF,4,random,reg,Radius: 2,NumBits: 1024
1.0102199315120919,MAE,MDR1,RF,4,random,reg,Radius: 2,NumBits: 1024
0.8381271920765747,R2,MDR1,RF,4,random,reg,Radius: 2,NumBits: 1024
0.9233215609967549,Pearson_R,MDR1,RF,4,random,reg,Radius: 2,NumBits: 1024
1.6790421218889258,RMSE,CYP2D6,RF,4,random,reg,Radius: 2,NumBits: 1024
1.1794629849394784,MAE,CYP2D6,RF,4,random,reg,Radius: 2,NumBits: 1024
0.2954293194645059,R2,CYP2D6,RF,4,random,reg,Radius: 2,NumBits: 1024
0.5568302872476907,Pearson_R,CYP2D6,RF,4,random,reg,Radius: 2,NumBits: 1024
1.2892116680553427,RMSE,CYP3A4,RF,4,random,reg,Radius: 2,NumBits: 1024
0.9483862031650839,MAE,CYP3A4,RF,4,random,reg,Radius: 2,NumBits: 1024
0.5855886092735004,R2,CYP3A4,RF,4,random,reg,Radius: 2,NumBits: 1024
0.7653579083852309,Pearson_R,CYP3A4,RF,4,random,reg,Radius: 2,NumBits: 1024
1.8552173313868137,RMSE,MOR,RF,4,random,reg,Radius: 2,NumBits: 1024
1.3242834764884754,MAE,MOR,RF,4,random,reg,Radius: 2,NumBits: 1024
0.6435595215572465,R2,MOR,RF,4,random,reg,Radius: 2,NumBits: 1024
0.8029183826623181,Pearson_R,MOR,RF,4,random,reg,Radius: 2,NumBits: 1024
1.5246198328190672,RMSE,DOR,RF,4,random,reg,Radius: 2,NumBits: 1024
1.1300263808532058,MAE,DOR,RF,4,random,reg,Radius: 2,NumBits: 1024
0.7368257125484412,R2,DOR,RF,4,random,reg,Radius: 2,NumBits: 1024
0.8585982776909948,Pearson_R,DOR,RF,4,random,reg,Radius: 2,NumBits: 1024
1.6970275752009862,RMSE,KOR,RF,4,random,reg,Radius: 2,NumBits: 1024
1.2526622497746838,MAE,KOR,RF,4,random,reg,Radius: 2,NumBits: 1024
0.7423847509216082,R2,KOR,RF,4,random,reg,Radius: 2,NumBits: 1024
0.8627393795470684,Pearson_R,KOR,RF,4,random,reg,Radius: 2,NumBits: 1024
1.6349870323996698,RMSE,MDR1,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.2801783918282608,MAE,MDR1,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.759933277208845,R2,MDR1,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.8814898609936694,Pearson_R,MDR1,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.9108386256878853,RMSE,CYP2D6,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.437208565004465,MAE,CYP2D6,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.2560965079644122,R2,CYP2D6,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.5071331489849131,Pearson_R,CYP2D6,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
2.023150393401471,RMSE,CYP3A4,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.41276096471129,MAE,CYP3A4,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.07524941915236716,R2,CYP3A4,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.5600039723328305,Pearson_R,CYP3A4,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.7344269881065175,RMSE,MOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.260631540492129,MAE,MOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.6835794092032917,R2,MOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.829772595842494,Pearson_R,MOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.9258425759936575,RMSE,DOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.4479968536251495,MAE,DOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.538825668061887,R2,DOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.7369532563101555,Pearson_R,DOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.901425059384037,RMSE,KOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.4347399394139746,MAE,KOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.5912610961804146,R2,KOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
0.7743430141013977,Pearson_R,KOR,RF,5,scaffold,reg,Radius: 2,NumBits: 1024
1.3079470211638802,RMSE,MDR1,RF,5,random,reg,Radius: 2,NumBits: 1024
0.9507895111777793,MAE,MDR1,RF,5,random,reg,Radius: 2,NumBits: 1024
0.845156970586336,R2,MDR1,RF,5,random,reg,Radius: 2,NumBits: 1024
0.9212332314274777,Pearson_R,MDR1,RF,5,random,reg,Radius: 2,NumBits: 1024
1.580444031776229,RMSE,CYP2D6,RF,5,random,reg,Radius: 2,NumBits: 1024
1.0984192081550046,MAE,CYP2D6,RF,5,random,reg,Radius: 2,NumBits: 1024
0.4600098056451499,R2,CYP2D6,RF,5,random,reg,Radius: 2,NumBits: 1024
0.6919490882365245,Pearson_R,CYP2D6,RF,5,random,reg,Radius: 2,NumBits: 1024
1.327511014505427,RMSE,CYP3A4,RF,5,random,reg,Radius: 2,NumBits: 1024
0.9448995082599296,MAE,CYP3A4,RF,5,random,reg,Radius: 2,NumBits: 1024
0.5879026055529873,R2,CYP3A4,RF,5,random,reg,Radius: 2,NumBits: 1024
0.768807450650322,Pearson_R,CYP3A4,RF,5,random,reg,Radius: 2,NumBits: 1024
1.747311049057103,RMSE,MOR,RF,5,random,reg,Radius: 2,NumBits: 1024
1.2337117075209945,MAE,MOR,RF,5,random,reg,Radius: 2,NumBits: 1024
0.6619685782267721,R2,MOR,RF,5,random,reg,Radius: 2,NumBits: 1024
0.8164797806608523,Pearson_R,MOR,RF,5,random,reg,Radius: 2,NumBits: 1024
1.7120756424277035,RMSE,DOR,RF,5,random,reg,Radius: 2,NumBits: 1024
1.249204719814153,MAE,DOR,RF,5,random,reg,Radius: 2,NumBits: 1024
0.7224071359360191,R2,DOR,RF,5,random,reg,Radius: 2,NumBits: 1024
0.8506668709017856,Pearson_R,DOR,RF,5,random,reg,Radius: 2,NumBits: 1024
1.7571353254953952,RMSE,KOR,RF,5,random,reg,Radius: 2,NumBits: 1024
1.2622011302454543,MAE,KOR,RF,5,random,reg,Radius: 2,NumBits: 1024
0.7256082141589599,R2,KOR,RF,5,random,reg,Radius: 2,NumBits: 1024
0.852097954004299,Pearson_R,KOR,RF,5,random,reg,Radius: 2,NumBits: 1024
2.0587244585551927,RMSE,MDR1,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
1.580615049080078,MAE,MDR1,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
0.2992716519762385,R2,MDR1,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
0.5827846740602257,Pearson_R,MDR1,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
1.561362717599313,RMSE,CYP2D6,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
1.2271668219077743,MAE,CYP2D6,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
0.23222630059365523,R2,CYP2D6,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
0.5246379527511777,Pearson_R,CYP2D6,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
1.496877592300005,RMSE,CYP3A4,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
1.0600327978464654,MAE,CYP3A4,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
0.4392535971594531,R2,CYP3A4,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
0.6634227831511946,Pearson_R,CYP3A4,RF,6,scaffold,reg,Radius: 2,NumBits: 1024
