mean_metric_score,std_metric_score,split_type,mol_rep,mol_prop,model_name,metric_name
2.7371833598978137,1.0517620320410932,scaffold,SMILES,MDR1,MolBERT,RMSE
2.1701174025609165,0.8329578802725703,scaffold,SMILES,MDR1,MolBERT,MAE
0.24631894809159774,0.47862678427281247,scaffold,SMILES,MDR1,MolBERT,R2
0.6892857721012969,0.22994837258413436,scaffold,SMILES,MDR1,MolBERT,Pearson_R
2.1701174025609165,0.8329578802725703,scaffold,SMILES,MDR1,MolBERT,MAPE
3.6002982651263196,1.8321911622786398,scaffold,Graph,MDR1,GROVER,RMSE
2.777701751363166,1.6718009087941188,scaffold,Graph,MDR1,GROVER,MAE
-0.2634876648073832,1.4104737329810162,scaffold,Graph,MDR1,GROVER,R2
0.4563180022444552,0.41983041201370713,scaffold,Graph,MDR1,GROVER,Pearson_R
2.777701751363166,1.6718009087941188,scaffold,Graph,MDR1,GROVER,MAPE
2.1423387230592392,0.5141467982980075,scaffold,Graph,MDR1,GROVER_RDKit,RMSE
1.6341803639116788,0.3609434453389875,scaffold,Graph,MDR1,GROVER_RDKit,MAE
0.4954647102931368,0.3128279279927161,scaffold,Graph,MDR1,GROVER_RDKit,R2
0.7352570566308047,0.2421119248400442,scaffold,Graph,MDR1,GROVER_RDKit,Pearson_R
1.6341803639116788,0.3609434453389875,scaffold,Graph,MDR1,GROVER_RDKit,MAPE
1.928263947039356,0.5403242551426728,scaffold,morganBits,MDR1,RF,RMSE
1.379015395150891,0.30827744130777246,scaffold,morganBits,MDR1,RF,MAE
0.5831526569871438,0.2902725448031586,scaffold,morganBits,MDR1,RF,R2
0.7802020185831977,0.18917328184191548,scaffold,morganBits,MDR1,RF,Pearson_R
1.379015395150891,0.30827744130777246,scaffold,morganBits,MDR1,RF,MAPE
1.9181856895963096,0.5310165756081165,scaffold,morganCounts,MDR1,RF,RMSE
1.374282078503027,0.3165328082682113,scaffold,morganCounts,MDR1,RF,MAE
0.5757035458454209,0.3245433608213942,scaffold,morganCounts,MDR1,RF,R2
0.7721256496131896,0.21901593350254356,scaffold,morganCounts,MDR1,RF,Pearson_R
1.374282078503027,0.3165328082682113,scaffold,morganCounts,MDR1,RF,MAPE
2.013572553581627,0.48893094202674914,scaffold,maccs,MDR1,RF,RMSE
1.4803008433815237,0.28639486270998976,scaffold,maccs,MDR1,RF,MAE
0.4969762746532674,0.39776006265491964,scaffold,maccs,MDR1,RF,R2
0.7347852448113886,0.2490149147779801,scaffold,maccs,MDR1,RF,Pearson_R
1.4803008433815237,0.28639486270998976,scaffold,maccs,MDR1,RF,MAPE
1.900267238851274,0.5050975468909672,scaffold,rdkit2d,MDR1,RF,RMSE
1.3898073769360082,0.3359632355663519,scaffold,rdkit2d,MDR1,RF,MAE
0.5951365581270125,0.2716193438849799,scaffold,rdkit2d,MDR1,RF,R2
0.804718393082353,0.14609688421069766,scaffold,rdkit2d,MDR1,RF,Pearson_R
1.3898073769360082,0.3359632355663519,scaffold,rdkit2d,MDR1,RF,MAPE
2.3127054453774685,0.7815106004035913,scaffold,physchem,MDR1,RF,RMSE
1.6498683392296636,0.4877040064922796,scaffold,physchem,MDR1,RF,MAE
0.4629703241989137,0.28374390786263426,scaffold,physchem,MDR1,RF,R2
0.7354550426373607,0.1683690034573672,scaffold,physchem,MDR1,RF,Pearson_R
1.6498683392296636,0.4877040064922796,scaffold,physchem,MDR1,RF,MAPE
1.8570946180135834,0.5205671041548452,scaffold,atomPairs,MDR1,RF,RMSE
1.375119076550021,0.32166042750336665,scaffold,atomPairs,MDR1,RF,MAE
0.6112878922874788,0.2774035227126128,scaffold,atomPairs,MDR1,RF,R2
0.8009396337733302,0.16895233864302772,scaffold,atomPairs,MDR1,RF,Pearson_R
1.375119076550021,0.32166042750336665,scaffold,atomPairs,MDR1,RF,MAPE
2.3945850596433322,0.4688633886457065,scaffold,morganBits,MDR1,SVM,RMSE
1.821611247698118,0.3539665287208238,scaffold,morganBits,MDR1,SVM,MAE
0.279792268681169,0.6460574491448647,scaffold,morganBits,MDR1,SVM,R2
0.683152955990913,0.3144794705980956,scaffold,morganBits,MDR1,SVM,Pearson_R
1.821611247698118,0.3539665287208238,scaffold,morganBits,MDR1,SVM,MAPE
2.2947037690401255,0.4534515316261617,scaffold,morganCounts,MDR1,SVM,RMSE
1.7156938718883135,0.3109865805096352,scaffold,morganCounts,MDR1,SVM,MAE
0.2803528006259752,0.7041740495230102,scaffold,morganCounts,MDR1,SVM,R2
0.6931626436708684,0.30181507560742027,scaffold,morganCounts,MDR1,SVM,Pearson_R
1.7156938718883135,0.3109865805096352,scaffold,morganCounts,MDR1,SVM,MAPE
2.2897551332391255,0.47355407887124895,scaffold,maccs,MDR1,SVM,RMSE
1.774831294457774,0.347882872644868,scaffold,maccs,MDR1,SVM,MAE
0.3337007096520575,0.5762584615222648,scaffold,maccs,MDR1,SVM,R2
0.7045359511388172,0.26323116357595794,scaffold,maccs,MDR1,SVM,Pearson_R
1.774831294457774,0.347882872644868,scaffold,maccs,MDR1,SVM,MAPE
2.066258879687461,0.45634261592144787,scaffold,rdkit2d,MDR1,SVM,RMSE
1.594935638255662,0.36581300902783465,scaffold,rdkit2d,MDR1,SVM,MAE
0.47364132121485675,0.4352173214259086,scaffold,rdkit2d,MDR1,SVM,R2
0.7777984324845758,0.182322665167304,scaffold,rdkit2d,MDR1,SVM,Pearson_R
1.594935638255662,0.36581300902783465,scaffold,rdkit2d,MDR1,SVM,MAPE
4.326433559192784,2.272913714766866,scaffold,physchem,MDR1,SVM,RMSE
