model,metric_name,mol_prop,task,p_value,stats_method
molbert,Precision_NPV,KOR,cutoff6,0.3440449406444759,ranksums
grover_base,AUROC,MDR1,cutoff6,0.16198815382645676,ttest_rel
grover_base,AUROC,MDR1,cutoff6,0.24519030932096386,wilcoxon
grover_base,AUROC,MDR1,cutoff6,0.22585789612964136,ttest_ind
grover_base,AUROC,MDR1,cutoff6,0.48713803171001935,ranksums
grover_base,AUPRC,MDR1,cutoff6,0.23537284023404564,ttest_rel
grover_base,AUPRC,MDR1,cutoff6,0.4405215911492053,wilcoxon
grover_base,AUPRC,MDR1,cutoff6,0.26090448806504074,ttest_ind
grover_base,AUPRC,MDR1,cutoff6,0.39117045199768474,ranksums
grover_base,Precision_PPV,MDR1,cutoff6,0.6330043734509678,ttest_rel
