model_1,model_2,metric_name,mol_prop,split_type,task,p_value,stats_method
grover_base_rdkit,molbert,AUROC,MDR1,scaffold,cutoff6,0.30071104714831287,ranksums
grover_base_rdkit,grover_base,AUROC,MDR1,scaffold,cutoff6,0.01255859386892996,ttest_rel
grover_base_rdkit,grover_base,AUROC,MDR1,scaffold,cutoff6,0.0350083231271882,wilcoxon
grover_base_rdkit,grover_base,AUROC,MDR1,scaffold,cutoff6,0.05215811528279122,ttest_ind
grover_base_rdkit,grover_base,AUROC,MDR1,scaffold,cutoff6,0.09775105544859913,ranksums
grover_base_rdkit,grover_base_rdkit,AUROC,MDR1,scaffold,cutoff6,,ttest_rel
grover_base_rdkit,grover_base_rdkit,AUROC,MDR1,scaffold,cutoff6,1,wilcoxon
grover_base_rdkit,grover_base_rdkit,AUROC,MDR1,scaffold,cutoff6,1.0,ttest_ind
grover_base_rdkit,grover_base_rdkit,AUROC,MDR1,scaffold,cutoff6,1.0,ranksums
RF,RF,AUPRC,MDR1,scaffold,cutoff6,,ttest_rel
RF,RF,AUPRC,MDR1,scaffold,cutoff6,1,wilcoxon
RF,RF,AUPRC,MDR1,scaffold,cutoff6,1.0,ttest_ind
RF,RF,AUPRC,MDR1,scaffold,cutoff6,1.0,ranksums
RF,molbert,AUPRC,MDR1,scaffold,cutoff6,9.25191115049972e-06,ttest_rel
RF,molbert,AUPRC,MDR1,scaffold,cutoff6,2.1476619002203304e-05,wilcoxon
RF,molbert,AUPRC,MDR1,scaffold,cutoff6,0.01366590226067507,ttest_ind
RF,molbert,AUPRC,MDR1,scaffold,cutoff6,0.009468269708615267,ranksums
RF,grover_base,AUPRC,MDR1,scaffold,cutoff6,9.953468771746566e-06,ttest_rel
RF,grover_base,AUPRC,MDR1,scaffold,cutoff6,3.4052567232805375e-05,wilcoxon
RF,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.00032236376574414,ttest_ind
RF,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.0003092809122155637,ranksums
RF,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,4.5796116651980854e-05,ttest_rel
RF,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,3.460317162747565e-05,wilcoxon
RF,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.022881035938958617,ttest_ind
RF,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.012211939665202363,ranksums
molbert,RF,AUPRC,MDR1,scaffold,cutoff6,9.25191115049972e-06,ttest_rel
molbert,RF,AUPRC,MDR1,scaffold,cutoff6,2.1476619002203304e-05,wilcoxon
molbert,RF,AUPRC,MDR1,scaffold,cutoff6,0.01366590226067507,ttest_ind
molbert,RF,AUPRC,MDR1,scaffold,cutoff6,0.009468269708615267,ranksums
molbert,molbert,AUPRC,MDR1,scaffold,cutoff6,,ttest_rel
molbert,molbert,AUPRC,MDR1,scaffold,cutoff6,1,wilcoxon
molbert,molbert,AUPRC,MDR1,scaffold,cutoff6,1.0,ttest_ind
molbert,molbert,AUPRC,MDR1,scaffold,cutoff6,1.0,ranksums
molbert,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.06031585199088235,ttest_rel
molbert,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.1273999122001946,wilcoxon
molbert,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.13821498792990175,ttest_ind
molbert,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.1668661704632597,ranksums
molbert,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.3148642012797058,ttest_rel
molbert,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.9636746235039864,wilcoxon
molbert,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.8213238602643423,ttest_ind
molbert,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.8591839142744377,ranksums
grover_base,RF,AUPRC,MDR1,scaffold,cutoff6,9.953468771746566e-06,ttest_rel
grover_base,RF,AUPRC,MDR1,scaffold,cutoff6,3.4052567232805375e-05,wilcoxon
grover_base,RF,AUPRC,MDR1,scaffold,cutoff6,0.00032236376574414,ttest_ind
grover_base,RF,AUPRC,MDR1,scaffold,cutoff6,0.0003092809122155637,ranksums
grover_base,molbert,AUPRC,MDR1,scaffold,cutoff6,0.06031585199088235,ttest_rel
grover_base,molbert,AUPRC,MDR1,scaffold,cutoff6,0.1273999122001946,wilcoxon
grover_base,molbert,AUPRC,MDR1,scaffold,cutoff6,0.13821498792990175,ttest_ind
grover_base,molbert,AUPRC,MDR1,scaffold,cutoff6,0.1668661704632597,ranksums
grover_base,grover_base,AUPRC,MDR1,scaffold,cutoff6,,ttest_rel
grover_base,grover_base,AUPRC,MDR1,scaffold,cutoff6,1,wilcoxon
grover_base,grover_base,AUPRC,MDR1,scaffold,cutoff6,1.0,ttest_ind
grover_base,grover_base,AUPRC,MDR1,scaffold,cutoff6,1.0,ranksums
grover_base,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.027947468947173544,ttest_rel
grover_base,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.07443762498218096,wilcoxon
grover_base,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.09064585586031174,ttest_ind
grover_base,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,0.16237502241276747,ranksums
grover_base_rdkit,RF,AUPRC,MDR1,scaffold,cutoff6,4.5796116651980854e-05,ttest_rel
grover_base_rdkit,RF,AUPRC,MDR1,scaffold,cutoff6,3.460317162747565e-05,wilcoxon
grover_base_rdkit,RF,AUPRC,MDR1,scaffold,cutoff6,0.022881035938958617,ttest_ind
grover_base_rdkit,RF,AUPRC,MDR1,scaffold,cutoff6,0.012211939665202363,ranksums
grover_base_rdkit,molbert,AUPRC,MDR1,scaffold,cutoff6,0.3148642012797058,ttest_rel
grover_base_rdkit,molbert,AUPRC,MDR1,scaffold,cutoff6,0.9636746235039864,wilcoxon
grover_base_rdkit,molbert,AUPRC,MDR1,scaffold,cutoff6,0.8213238602643423,ttest_ind
grover_base_rdkit,molbert,AUPRC,MDR1,scaffold,cutoff6,0.8591839142744377,ranksums
grover_base_rdkit,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.027947468947173544,ttest_rel
grover_base_rdkit,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.07443762498218096,wilcoxon
grover_base_rdkit,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.09064585586031174,ttest_ind
grover_base_rdkit,grover_base,AUPRC,MDR1,scaffold,cutoff6,0.16237502241276747,ranksums
grover_base_rdkit,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,,ttest_rel
grover_base_rdkit,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,1,wilcoxon
grover_base_rdkit,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,1.0,ttest_ind
grover_base_rdkit,grover_base_rdkit,AUPRC,MDR1,scaffold,cutoff6,1.0,ranksums
RF,RF,Precision_PPV,MDR1,scaffold,cutoff6,,ttest_rel
RF,RF,Precision_PPV,MDR1,scaffold,cutoff6,1,wilcoxon
RF,RF,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
RF,RF,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ranksums
RF,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.012914627003176622,ttest_rel
RF,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.002603199399433283,wilcoxon
RF,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.0857905784552287,ttest_ind
RF,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.1646090619494487,ranksums
RF,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.0015586757124131348,ttest_rel
RF,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.005354995256459232,wilcoxon
RF,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.01634531410040153,ttest_ind
RF,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.0183679594713855,ranksums
RF,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.0037847940993459162,ttest_rel
RF,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.0009187757254428566,wilcoxon
RF,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.040435285423176585,ttest_ind
RF,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.11707984600504422,ranksums
molbert,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.012914627003176622,ttest_rel
molbert,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.002603199399433283,wilcoxon
molbert,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.0857905784552287,ttest_ind
molbert,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.1646090619494487,ranksums
molbert,molbert,Precision_PPV,MDR1,scaffold,cutoff6,,ttest_rel
molbert,molbert,Precision_PPV,MDR1,scaffold,cutoff6,1,wilcoxon
molbert,molbert,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
molbert,molbert,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ranksums
molbert,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.42190866222969203,ttest_rel
molbert,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.9678058265286753,wilcoxon
molbert,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.5355348612767055,ttest_ind
molbert,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.3952670113331167,ranksums
molbert,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.14636281772347112,ttest_rel
molbert,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.15787466009725704,wilcoxon
molbert,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.7401270483744207,ttest_ind
molbert,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.7505872315223063,ranksums
grover_base,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.0015586757124131348,ttest_rel
grover_base,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.005354995256459232,wilcoxon
grover_base,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.01634531410040153,ttest_ind
grover_base,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.0183679594713855,ranksums
grover_base,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.42190866222969203,ttest_rel
grover_base,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.9678058265286753,wilcoxon
grover_base,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.5355348612767055,ttest_ind
grover_base,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.3952670113331167,ranksums
grover_base,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,,ttest_rel
grover_base,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,1,wilcoxon
grover_base,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
grover_base,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ranksums
grover_base,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.728596361506219,ttest_rel
grover_base,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.9090071978307225,wilcoxon
grover_base,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.7819095023963799,ttest_ind
grover_base,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,0.5395103167994048,ranksums
grover_base_rdkit,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.0037847940993459162,ttest_rel
grover_base_rdkit,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.0009187757254428566,wilcoxon
grover_base_rdkit,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.040435285423176585,ttest_ind
grover_base_rdkit,RF,Precision_PPV,MDR1,scaffold,cutoff6,0.11707984600504422,ranksums
grover_base_rdkit,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.14636281772347112,ttest_rel
grover_base_rdkit,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.15787466009725704,wilcoxon
grover_base_rdkit,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.7401270483744207,ttest_ind
grover_base_rdkit,molbert,Precision_PPV,MDR1,scaffold,cutoff6,0.7505872315223063,ranksums
grover_base_rdkit,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.728596361506219,ttest_rel
grover_base_rdkit,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.9090071978307225,wilcoxon
grover_base_rdkit,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.7819095023963799,ttest_ind
grover_base_rdkit,grover_base,Precision_PPV,MDR1,scaffold,cutoff6,0.5395103167994048,ranksums
grover_base_rdkit,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,,ttest_rel
grover_base_rdkit,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,1,wilcoxon
grover_base_rdkit,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
grover_base_rdkit,grover_base_rdkit,Precision_PPV,MDR1,scaffold,cutoff6,1.0,ranksums
RF,RF,Precision_NPV,MDR1,scaffold,cutoff6,,ttest_rel
RF,RF,Precision_NPV,MDR1,scaffold,cutoff6,1,wilcoxon
RF,RF,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
RF,RF,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ranksums
RF,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.000730273522237337,ttest_rel
RF,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.000255042253184011,wilcoxon
RF,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.015377676913924188,ttest_ind
RF,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.018736944180866532,ranksums
RF,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.03779353330676916,ttest_rel
RF,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.000162204373762255,wilcoxon
RF,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.04620194586881221,ttest_ind
RF,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.005201921540448324,ranksums
RF,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.05086279436637169,ttest_rel
RF,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.022987998807596024,wilcoxon
RF,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.15317478479529775,ttest_ind
RF,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.20094889697592833,ranksums
molbert,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.000730273522237337,ttest_rel
molbert,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.000255042253184011,wilcoxon
molbert,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.015377676913924188,ttest_ind
molbert,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.018736944180866532,ranksums
molbert,molbert,Precision_NPV,MDR1,scaffold,cutoff6,,ttest_rel
molbert,molbert,Precision_NPV,MDR1,scaffold,cutoff6,1,wilcoxon
molbert,molbert,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
molbert,molbert,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ranksums
molbert,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.16974187056861587,ttest_rel
molbert,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.3281623065662794,wilcoxon
molbert,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.24192787588126768,ttest_ind
molbert,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.4332897956218901,ranksums
molbert,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.05800850236447377,ttest_rel
molbert,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.054374116413066824,wilcoxon
molbert,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.3988727112517634,ttest_ind
molbert,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.24281902425621116,ranksums
grover_base,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.03779353330676916,ttest_rel
grover_base,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.000162204373762255,wilcoxon
grover_base,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.04620194586881221,ttest_ind
grover_base,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.005201921540448324,ranksums
grover_base,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.16974187056861587,ttest_rel
grover_base,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.3281623065662794,wilcoxon
grover_base,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.24192787588126768,ttest_ind
grover_base,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.4332897956218901,ranksums
grover_base,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,,ttest_rel
grover_base,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,1,wilcoxon
grover_base,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
grover_base,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ranksums
grover_base,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.07793505452203667,ttest_rel
grover_base,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.023923853164438725,wilcoxon
grover_base,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.13337057972860922,ttest_ind
grover_base,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,0.048413499464813624,ranksums
grover_base_rdkit,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.05086279436637169,ttest_rel
grover_base_rdkit,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.022987998807596024,wilcoxon
grover_base_rdkit,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.15317478479529775,ttest_ind
grover_base_rdkit,RF,Precision_NPV,MDR1,scaffold,cutoff6,0.20094889697592833,ranksums
grover_base_rdkit,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.05800850236447377,ttest_rel
grover_base_rdkit,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.054374116413066824,wilcoxon
grover_base_rdkit,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.3988727112517634,ttest_ind
grover_base_rdkit,molbert,Precision_NPV,MDR1,scaffold,cutoff6,0.24281902425621116,ranksums
grover_base_rdkit,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.07793505452203667,ttest_rel
grover_base_rdkit,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.023923853164438725,wilcoxon
grover_base_rdkit,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.13337057972860922,ttest_ind
grover_base_rdkit,grover_base,Precision_NPV,MDR1,scaffold,cutoff6,0.048413499464813624,ranksums
grover_base_rdkit,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,,ttest_rel
grover_base_rdkit,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,1,wilcoxon
grover_base_rdkit,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ttest_ind
grover_base_rdkit,grover_base_rdkit,Precision_NPV,MDR1,scaffold,cutoff6,1.0,ranksums
RF,RF,AUROC,CYP3A4,scaffold,cutoff6,,ttest_rel
RF,RF,AUROC,CYP3A4,scaffold,cutoff6,1,wilcoxon
RF,RF,AUROC,CYP3A4,scaffold,cutoff6,1.0,ttest_ind
RF,RF,AUROC,CYP3A4,scaffold,cutoff6,1.0,ranksums
RF,molbert,AUROC,CYP3A4,scaffold,cutoff6,0.010372111919318918,ttest_rel
RF,molbert,AUROC,CYP3A4,scaffold,cutoff6,0.007100609066184297,wilcoxon
RF,molbert,AUROC,CYP3A4,scaffold,cutoff6,0.13368733347790054,ttest_ind
RF,molbert,AUROC,CYP3A4,scaffold,cutoff6,0.17850167486383572,ranksums
RF,grover_base,AUROC,CYP3A4,scaffold,cutoff6,6.682010599030036e-06,ttest_rel
RF,grover_base,AUROC,CYP3A4,scaffold,cutoff6,5.306991938091102e-05,wilcoxon
RF,grover_base,AUROC,CYP3A4,scaffold,cutoff6,2.9777501714060904e-05,ttest_ind
RF,grover_base,AUROC,CYP3A4,scaffold,cutoff6,7.89907821375286e-05,ranksums
RF,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.2760091157975221,ttest_rel
RF,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.1588554992851956,wilcoxon
RF,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.4142148846356358,ttest_ind
RF,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.4597726465485664,ranksums
molbert,RF,AUROC,CYP3A4,scaffold,cutoff6,0.010372111919318918,ttest_rel
molbert,RF,AUROC,CYP3A4,scaffold,cutoff6,0.007100609066184297,wilcoxon
molbert,RF,AUROC,CYP3A4,scaffold,cutoff6,0.13368733347790054,ttest_ind
molbert,RF,AUROC,CYP3A4,scaffold,cutoff6,0.17850167486383572,ranksums
molbert,molbert,AUROC,CYP3A4,scaffold,cutoff6,,ttest_rel
molbert,molbert,AUROC,CYP3A4,scaffold,cutoff6,1,wilcoxon
molbert,molbert,AUROC,CYP3A4,scaffold,cutoff6,1.0,ttest_ind
molbert,molbert,AUROC,CYP3A4,scaffold,cutoff6,1.0,ranksums
molbert,grover_base,AUROC,CYP3A4,scaffold,cutoff6,4.54079603359301e-05,ttest_rel
molbert,grover_base,AUROC,CYP3A4,scaffold,cutoff6,0.00016046383716795338,wilcoxon
molbert,grover_base,AUROC,CYP3A4,scaffold,cutoff6,0.0014876093071386012,ttest_ind
molbert,grover_base,AUROC,CYP3A4,scaffold,cutoff6,0.002822333558357556,ranksums
molbert,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.1497950493961991,ttest_rel
molbert,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.11092566512553104,wilcoxon
molbert,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.4368310431970729,ttest_ind
molbert,grover_base_rdkit,AUROC,CYP3A4,scaffold,cutoff6,0.6308762921617199,ranksums
grover_base,RF,AUROC,CYP3A4,scaffold,cutoff6,6.682010599030036e-06,ttest_rel
grover_base,RF,AUROC,CYP3A4,scaffold,cutoff6,5.306991938091102e-05,wilcoxon
grover_base,RF,AUROC,CYP3A4,scaffold,cutoff6,2.9777501714060904e-05,ttest_ind
