split_type,metric_name,mol_prop,model_name,task,p_value,stats_method
scaffold,MAE,KOR,grover_base_rdkit,reg,0.49079849348995086,wilcoxon
scaffold,MAE,KOR,grover_base_rdkit,reg,0.36122171212048604,ttest_ind
scaffold,MAE,KOR,grover_base_rdkit,reg,0.6789005364668961,ranksums
scaffold,R2,KOR,RF,reg,4.7311452453377236e-05,ttest_rel
scaffold,R2,KOR,RF,reg,0.0001742281335965429,wilcoxon
scaffold,R2,KOR,RF,reg,1.3649383805691734e-05,ttest_ind
scaffold,R2,KOR,RF,reg,7.425419738366342e-05,ranksums
scaffold,R2,KOR,molbert,reg,0.07656504464019447,ttest_rel
scaffold,R2,KOR,molbert,reg,0.25364409754600126,wilcoxon
scaffold,R2,KOR,molbert,reg,0.08868303401022191,ttest_ind
scaffold,R2,KOR,molbert,reg,0.29385872905412214,ranksums
scaffold,R2,KOR,grover_base,reg,0.09059970784872479,ttest_rel
scaffold,R2,KOR,grover_base,reg,0.17137638877502248,wilcoxon
scaffold,R2,KOR,grover_base,reg,0.2566401678547334,ttest_ind
scaffold,R2,KOR,grover_base,reg,0.28711193012328706,ranksums
scaffold,R2,KOR,grover_base_rdkit,reg,0.02225396891365198,ttest_rel
scaffold,R2,KOR,grover_base_rdkit,reg,0.04491890376548032,wilcoxon
scaffold,R2,KOR,grover_base_rdkit,reg,0.040478836943165494,ttest_ind
scaffold,R2,KOR,grover_base_rdkit,reg,0.10078263179832223,ranksums
scaffold,Pearson_R,KOR,RF,reg,7.75858509097868e-05,ttest_rel
scaffold,Pearson_R,KOR,RF,reg,0.00033172583107637916,wilcoxon
scaffold,Pearson_R,KOR,RF,reg,3.235299400887131e-05,ttest_ind
scaffold,Pearson_R,KOR,RF,reg,0.0001139754246379726,ranksums
scaffold,Pearson_R,KOR,molbert,reg,0.1515273905855494,ttest_rel
scaffold,Pearson_R,KOR,molbert,reg,0.30861485052601767,wilcoxon
scaffold,Pearson_R,KOR,molbert,reg,0.22416552412117327,ttest_ind
scaffold,Pearson_R,KOR,molbert,reg,0.4246622046508918,ranksums
scaffold,Pearson_R,KOR,grover_base,reg,0.12435246960740788,ttest_rel
scaffold,Pearson_R,KOR,grover_base,reg,0.12044472790832522,wilcoxon
scaffold,Pearson_R,KOR,grover_base,reg,0.2276316080243476,ttest_ind
scaffold,Pearson_R,KOR,grover_base,reg,0.24883438397815338,ranksums
scaffold,Pearson_R,KOR,grover_base_rdkit,reg,0.049469803876970385,ttest_rel
scaffold,Pearson_R,KOR,grover_base_rdkit,reg,0.13590778549641166,wilcoxon
scaffold,Pearson_R,KOR,grover_base_rdkit,reg,0.103765290193551,ttest_ind
scaffold,Pearson_R,KOR,grover_base_rdkit,reg,0.27393415445229274,ranksums
random,RMSE,MDR1,RF,reg,0.5685790729309519,ttest_rel
random,RMSE,MDR1,RF,reg,0.5999359281677457,wilcoxon
random,RMSE,MDR1,RF,reg,0.5553170158964515,ttest_ind
random,RMSE,MDR1,RF,reg,0.7787839689422886,ranksums
random,RMSE,MDR1,molbert,reg,0.026265259233300687,ttest_rel
random,RMSE,MDR1,molbert,reg,0.04716174720825457,wilcoxon
random,RMSE,MDR1,molbert,reg,0.009955302075820531,ttest_ind
random,RMSE,MDR1,molbert,reg,0.012999482492838093,ranksums
random,RMSE,MDR1,grover_base,reg,0.0008762296435976116,ttest_rel
random,RMSE,MDR1,grover_base,reg,0.0024147041360347552,wilcoxon
random,RMSE,MDR1,grover_base,reg,0.0018688226673944147,ttest_ind
random,RMSE,MDR1,grover_base,reg,0.0109930026457564,ranksums
random,RMSE,MDR1,grover_base_rdkit,reg,0.12106186378393433,ttest_rel
random,RMSE,MDR1,grover_base_rdkit,reg,0.17790738330384115,wilcoxon
random,RMSE,MDR1,grover_base_rdkit,reg,0.08747397673064215,ttest_ind
random,RMSE,MDR1,grover_base_rdkit,reg,0.173777038979135,ranksums
random,MAE,MDR1,RF,reg,0.5457368414952772,ttest_rel
random,MAE,MDR1,RF,reg,0.5999359281677457,wilcoxon
random,MAE,MDR1,RF,reg,0.5423566060299032,ttest_ind
random,MAE,MDR1,RF,reg,0.7674679739607242,ranksums
random,MAE,MDR1,molbert,reg,0.1589700533491195,ttest_rel
random,MAE,MDR1,molbert,reg,0.20588822305607402,wilcoxon
random,MAE,MDR1,molbert,reg,0.10621672828271118,ttest_ind
random,MAE,MDR1,molbert,reg,0.08106110555538913,ranksums
random,MAE,MDR1,grover_base,reg,0.05141583398790189,ttest_rel
random,MAE,MDR1,grover_base,reg,0.06564114341025874,wilcoxon
random,MAE,MDR1,grover_base,reg,0.07636693792294016,ttest_ind
random,MAE,MDR1,grover_base,reg,0.19324837891878444,ranksums
random,MAE,MDR1,grover_base_rdkit,reg,0.10555922294799704,ttest_rel
random,MAE,MDR1,grover_base_rdkit,reg,0.22102157481330342,wilcoxon
random,MAE,MDR1,grover_base_rdkit,reg,0.09625558274827423,ttest_ind
random,MAE,MDR1,grover_base_rdkit,reg,0.08366998691712503,ranksums
random,R2,MDR1,RF,reg,1.6011760756770987e-05,ttest_rel
random,R2,MDR1,RF,reg,0.00010569503498431287,wilcoxon
random,R2,MDR1,RF,reg,3.3199113887314837e-06,ttest_ind
random,R2,MDR1,RF,reg,4.266554432209085e-06,ranksums
random,R2,MDR1,molbert,reg,1.056275836801517e-12,ttest_rel
random,R2,MDR1,molbert,reg,1.7343976283205784e-06,wilcoxon
random,R2,MDR1,molbert,reg,2.827385727061658e-17,ttest_ind
random,R2,MDR1,molbert,reg,3.175217248667983e-11,ranksums
random,R2,MDR1,grover_base,reg,2.834605486461913e-07,ttest_rel
random,R2,MDR1,grover_base,reg,5.216493447033368e-06,wilcoxon
random,R2,MDR1,grover_base,reg,0.00039898060502928986,ttest_ind
random,R2,MDR1,grover_base,reg,0.0010302154883709417,ranksums
random,R2,MDR1,grover_base_rdkit,reg,1.3091203643133567e-07,ttest_rel
random,R2,MDR1,grover_base_rdkit,reg,1.360110796799097e-05,wilcoxon
random,R2,MDR1,grover_base_rdkit,reg,2.2261363477080856e-09,ttest_ind
random,R2,MDR1,grover_base_rdkit,reg,6.263888249513192e-08,ranksums
random,Pearson_R,MDR1,RF,reg,2.3996006153153894e-06,ttest_rel
random,Pearson_R,MDR1,RF,reg,4.0715116266282543e-05,wilcoxon
random,Pearson_R,MDR1,RF,reg,1.8557149145857042e-07,ttest_ind
random,Pearson_R,MDR1,RF,reg,9.180874242698784e-07,ranksums
random,Pearson_R,MDR1,molbert,reg,4.49081545423896e-11,ttest_rel
random,Pearson_R,MDR1,molbert,reg,1.7343976283205784e-06,wilcoxon
random,Pearson_R,MDR1,molbert,reg,1.815716730176678e-14,ttest_ind
random,Pearson_R,MDR1,molbert,reg,1.5370045115097435e-10,ranksums
random,Pearson_R,MDR1,grover_base,reg,4.395359380875345e-08,ttest_rel
random,Pearson_R,MDR1,grover_base,reg,5.216493447033368e-06,wilcoxon
random,Pearson_R,MDR1,grover_base,reg,0.0013089093233160504,ttest_ind
random,Pearson_R,MDR1,grover_base,reg,2.3541591284105273e-05,ranksums
random,Pearson_R,MDR1,grover_base_rdkit,reg,3.136024117083242e-07,ttest_rel
random,Pearson_R,MDR1,grover_base_rdkit,reg,1.360110796799097e-05,wilcoxon
random,Pearson_R,MDR1,grover_base_rdkit,reg,1.0891973307376514e-08,ttest_ind
random,Pearson_R,MDR1,grover_base_rdkit,reg,3.4959262031405414e-08,ranksums
random,RMSE,CYP3A4,RF,reg,8.92262345506232e-10,ttest_rel
random,RMSE,CYP3A4,RF,reg,1.7343976283205784e-06,wilcoxon
random,RMSE,CYP3A4,RF,reg,7.432609595490273e-11,ttest_ind
random,RMSE,CYP3A4,RF,reg,5.840569474989363e-10,ranksums
random,RMSE,CYP3A4,molbert,reg,1.6009370056741265e-06,ttest_rel
random,RMSE,CYP3A4,molbert,reg,1.9729484515803686e-05,wilcoxon
random,RMSE,CYP3A4,molbert,reg,5.357178577214066e-08,ttest_ind
random,RMSE,CYP3A4,molbert,reg,5.818809559601443e-07,ranksums
random,RMSE,CYP3A4,grover_base,reg,9.56626451532976e-06,ttest_rel
random,RMSE,CYP3A4,grover_base,reg,7.513662254944795e-05,wilcoxon
random,RMSE,CYP3A4,grover_base,reg,4.6921998468323355e-06,ttest_ind
random,RMSE,CYP3A4,grover_base,reg,1.8070878027068354e-05,ranksums
random,RMSE,CYP3A4,grover_base_rdkit,reg,3.3803833022230405e-08,ttest_rel
random,RMSE,CYP3A4,grover_base_rdkit,reg,2.878599219394298e-06,wilcoxon
random,RMSE,CYP3A4,grover_base_rdkit,reg,5.9083618347970335e-09,ttest_ind
random,RMSE,CYP3A4,grover_base_rdkit,reg,1.7998679363699204e-07,ranksums
random,MAE,CYP3A4,RF,reg,1.7615313424502163e-17,ttest_rel
random,MAE,CYP3A4,RF,reg,1.7343976283205784e-06,wilcoxon
random,MAE,CYP3A4,RF,reg,7.094366739585382e-22,ttest_ind
random,MAE,CYP3A4,RF,reg,3.5097576968084746e-11,ranksums
random,MAE,CYP3A4,molbert,reg,2.717009015341527e-08,ttest_rel
random,MAE,CYP3A4,molbert,reg,6.983783147477089e-06,wilcoxon
random,MAE,CYP3A4,molbert,reg,1.6526939617734874e-10,ttest_ind
random,MAE,CYP3A4,molbert,reg,1.2555706904068687e-08,ranksums
random,MAE,CYP3A4,grover_base,reg,1.5033490826939299e-06,ttest_rel
random,MAE,CYP3A4,grover_base,reg,1.126539849982107e-05,wilcoxon
random,MAE,CYP3A4,grover_base,reg,1.2041309580248413e-06,ttest_ind
random,MAE,CYP3A4,grover_base,reg,1.7937766480903364e-06,ranksums
random,MAE,CYP3A4,grover_base_rdkit,reg,1.807280822248163e-09,ttest_rel
random,MAE,CYP3A4,grover_base_rdkit,reg,1.7343976283205784e-06,wilcoxon
random,MAE,CYP3A4,grover_base_rdkit,reg,2.6255638725571253e-10,ttest_ind
random,MAE,CYP3A4,grover_base_rdkit,reg,2.2902248808643232e-08,ranksums
random,R2,CYP3A4,RF,reg,5.284049375972397e-08,ttest_rel
random,R2,CYP3A4,RF,reg,5.751653269401829e-06,wilcoxon
random,R2,CYP3A4,RF,reg,2.1409417206637718e-08,ttest_ind
random,R2,CYP3A4,RF,reg,2.1104831763424364e-07,ranksums
random,R2,CYP3A4,molbert,reg,5.056794053992903e-08,ttest_rel
random,R2,CYP3A4,molbert,reg,1.493563929839868e-05,wilcoxon
random,R2,CYP3A4,molbert,reg,1.4437634406262738e-09,ttest_ind
random,R2,CYP3A4,molbert,reg,1.0241093891197968e-07,ranksums
random,R2,CYP3A4,grover_base,reg,6.0106541119065995e-05,ttest_rel
random,R2,CYP3A4,grover_base,reg,0.00013594767036744938,wilcoxon
random,R2,CYP3A4,grover_base,reg,0.0020745890197777553,ttest_ind
random,R2,CYP3A4,grover_base,reg,0.0005410676633050241,ranksums
random,R2,CYP3A4,grover_base_rdkit,reg,8.781584711848411e-10,ttest_rel
random,R2,CYP3A4,grover_base_rdkit,reg,1.7343976283205784e-06,wilcoxon
random,R2,CYP3A4,grover_base_rdkit,reg,3.685138079244821e-07,ttest_ind
random,R2,CYP3A4,grover_base_rdkit,reg,1.3347593319564193e-06,ranksums
random,Pearson_R,CYP3A4,RF,reg,2.739035446600687e-07,ttest_rel
random,Pearson_R,CYP3A4,RF,reg,8.466081690383873e-06,wilcoxon
random,Pearson_R,CYP3A4,RF,reg,1.4243792402092117e-07,ttest_ind
random,Pearson_R,CYP3A4,RF,reg,2.076832717529981e-06,ranksums
random,Pearson_R,CYP3A4,molbert,reg,1.5010302554792273e-07,ttest_rel
random,Pearson_R,CYP3A4,molbert,reg,1.2380795614564472e-05,wilcoxon
random,Pearson_R,CYP3A4,molbert,reg,3.6628726997142457e-09,ttest_ind
random,Pearson_R,CYP3A4,molbert,reg,7.385504195098962e-08,ranksums
random,Pearson_R,CYP3A4,grover_base,reg,0.001263020600027048,ttest_rel
random,Pearson_R,CYP3A4,grover_base,reg,0.001832579947170524,wilcoxon
random,Pearson_R,CYP3A4,grover_base,reg,0.04379937285616219,ttest_ind
random,Pearson_R,CYP3A4,grover_base,reg,0.003758531924778052,ranksums
random,Pearson_R,CYP3A4,grover_base_rdkit,reg,1.4293759180046661e-08,ttest_rel
random,Pearson_R,CYP3A4,grover_base_rdkit,reg,3.181679410969855e-06,wilcoxon
random,Pearson_R,CYP3A4,grover_base_rdkit,reg,9.455116621529013e-06,ttest_ind
random,Pearson_R,CYP3A4,grover_base_rdkit,reg,2.2042356552493558e-05,ranksums
random,RMSE,CYP2D6,RF,reg,4.3516983385545604e-08,ttest_rel
random,RMSE,CYP2D6,RF,reg,6.983783147477089e-06,wilcoxon
random,RMSE,CYP2D6,RF,reg,1.490789773806995e-10,ttest_ind
random,RMSE,CYP2D6,RF,reg,4.134183607820152e-08,ranksums
random,RMSE,CYP2D6,molbert,reg,0.009298223765659861,ttest_rel
random,RMSE,CYP2D6,molbert,reg,0.007271049691046206,wilcoxon
random,RMSE,CYP2D6,molbert,reg,0.004182877749727039,ttest_ind
random,RMSE,CYP2D6,molbert,reg,0.005697734194065506,ranksums
random,RMSE,CYP2D6,grover_base,reg,1.781574905981787e-05,ttest_rel
random,RMSE,CYP2D6,grover_base,reg,0.00016046383716795338,wilcoxon
random,RMSE,CYP2D6,grover_base,reg,3.6658075960927754e-05,ttest_ind
random,RMSE,CYP2D6,grover_base,reg,0.00010094718881273921,ranksums
random,RMSE,CYP2D6,grover_base_rdkit,reg,0.00027750959843223,ttest_rel
random,RMSE,CYP2D6,grover_base_rdkit,reg,0.0008307070066870031,wilcoxon
random,RMSE,CYP2D6,grover_base_rdkit,reg,0.0002468544289952985,ttest_ind
random,RMSE,CYP2D6,grover_base_rdkit,reg,0.00041013072581951406,ranksums
random,MAE,CYP2D6,RF,reg,8.614467078155007e-12,ttest_rel
random,MAE,CYP2D6,RF,reg,2.3534209951215346e-06,wilcoxon
random,MAE,CYP2D6,RF,reg,9.624910071982478e-18,ttest_ind
random,MAE,CYP2D6,RF,reg,1.5370045115097435e-10,ranksums
random,MAE,CYP2D6,molbert,reg,0.0001761692201865696,ttest_rel
random,MAE,CYP2D6,molbert,reg,0.0006156406207014214,wilcoxon
random,MAE,CYP2D6,molbert,reg,1.696679847706625e-05,ttest_ind
random,MAE,CYP2D6,molbert,reg,5.433591494667344e-05,ranksums
random,MAE,CYP2D6,grover_base,reg,4.251349228465497e-06,ttest_rel
random,MAE,CYP2D6,grover_base,reg,4.449337283453103e-05,wilcoxon
random,MAE,CYP2D6,grover_base,reg,3.436793384046516e-06,ttest_ind
random,MAE,CYP2D6,grover_base,reg,1.3825075318449249e-05,ranksums
random,MAE,CYP2D6,grover_base_rdkit,reg,4.1327250434072074e-06,ttest_rel
random,MAE,CYP2D6,grover_base_rdkit,reg,6.892290296834955e-05,wilcoxon
random,MAE,CYP2D6,grover_base_rdkit,reg,5.5950910057564024e-06,ttest_ind
random,MAE,CYP2D6,grover_base_rdkit,reg,4.21647837101288e-05,ranksums
random,R2,CYP2D6,RF,reg,0.007333630595793319,ttest_rel
random,R2,CYP2D6,RF,reg,0.007271049691046206,wilcoxon
random,R2,CYP2D6,RF,reg,0.005354834693813597,ttest_ind
random,R2,CYP2D6,RF,reg,0.005697734194065506,ranksums
random,R2,CYP2D6,molbert,reg,0.0010670727243806447,ttest_rel
random,R2,CYP2D6,molbert,reg,0.0015927015020870082,wilcoxon
random,R2,CYP2D6,molbert,reg,0.005678236082727093,ttest_ind
random,R2,CYP2D6,molbert,reg,0.0013355914259268304,ranksums
random,R2,CYP2D6,grover_base,reg,0.44076031354663125,ttest_rel
random,R2,CYP2D6,grover_base,reg,0.5038329688781412,wilcoxon
random,R2,CYP2D6,grover_base,reg,0.6108550050364354,ttest_ind
random,R2,CYP2D6,grover_base,reg,0.9646228051136889,ranksums
random,R2,CYP2D6,grover_base_rdkit,reg,0.33197965702177923,ttest_rel
random,R2,CYP2D6,grover_base_rdkit,reg,0.4528065046691958,wilcoxon
random,R2,CYP2D6,grover_base_rdkit,reg,0.44406536622848436,ttest_ind
random,R2,CYP2D6,grover_base_rdkit,reg,0.4332897956218901,ranksums
random,Pearson_R,CYP2D6,RF,reg,0.033476738061321,ttest_rel
random,Pearson_R,CYP2D6,RF,reg,0.02702915661831454,wilcoxon
random,Pearson_R,CYP2D6,RF,reg,0.025890157514442486,ttest_ind
random,Pearson_R,CYP2D6,RF,reg,0.022798081049578776,ranksums
random,Pearson_R,CYP2D6,molbert,reg,0.0004722907525928185,ttest_rel
random,Pearson_R,CYP2D6,molbert,reg,0.0011138009078172067,wilcoxon
random,Pearson_R,CYP2D6,molbert,reg,0.002396744672287718,ttest_ind
random,Pearson_R,CYP2D6,molbert,reg,0.0024390092550869236,ranksums
random,Pearson_R,CYP2D6,grover_base,reg,0.004016056810243688,ttest_rel
random,Pearson_R,CYP2D6,grover_base,reg,0.006424211872163101,wilcoxon
random,Pearson_R,CYP2D6,grover_base,reg,0.10836758087556256,ttest_ind
random,Pearson_R,CYP2D6,grover_base,reg,0.11032859366162102,ranksums
random,Pearson_R,CYP2D6,grover_base_rdkit,reg,0.0033384105811699013,ttest_rel
random,Pearson_R,CYP2D6,grover_base_rdkit,reg,0.006035006473812041,wilcoxon
random,Pearson_R,CYP2D6,grover_base_rdkit,reg,0.01671357823490276,ttest_ind
random,Pearson_R,CYP2D6,grover_base_rdkit,reg,0.03205359011068274,ranksums
random,RMSE,MOR,RF,reg,0.21359846108087904,ttest_rel
random,RMSE,MOR,RF,reg,0.18462187723062606,wilcoxon
random,RMSE,MOR,RF,reg,0.19820423102029155,ttest_ind
random,RMSE,MOR,RF,reg,0.18823652537740343,ranksums
random,RMSE,MOR,molbert,reg,0.2697208868899592,ttest_rel
random,RMSE,MOR,molbert,reg,0.1915221065809437,wilcoxon
random,RMSE,MOR,molbert,reg,0.2628561785171133,ttest_ind
random,RMSE,MOR,molbert,reg,0.19324837891878444,ranksums
random,RMSE,MOR,grover_base,reg,0.7855813901040498,ttest_rel
random,RMSE,MOR,grover_base,reg,0.958990172136891,wilcoxon
random,RMSE,MOR,grover_base,reg,0.9262100132744548,ttest_ind
random,RMSE,MOR,grover_base,reg,0.9410723491398268,ranksums
random,RMSE,MOR,grover_base_rdkit,reg,0.3855971060963378,ttest_rel
random,RMSE,MOR,grover_base_rdkit,reg,0.29894375201959067,wilcoxon
random,RMSE,MOR,grover_base_rdkit,reg,0.5538288350567073,ttest_ind
random,RMSE,MOR,grover_base_rdkit,reg,0.4420179139756857,ranksums
random,MAE,MOR,RF,reg,0.11080339019834534,ttest_rel
random,MAE,MOR,RF,reg,0.0858958258699641,wilcoxon
random,MAE,MOR,RF,reg,0.09341989393202149,ttest_ind
random,MAE,MOR,RF,reg,0.09775105544859913,ranksums
random,MAE,MOR,molbert,reg,0.4347030321916505,ttest_rel
random,MAE,MOR,molbert,reg,0.7498711559507313,wilcoxon
random,MAE,MOR,molbert,reg,0.415579057003157,ttest_ind
random,MAE,MOR,molbert,reg,0.6573804271100814,ranksums
random,MAE,MOR,grover_base,reg,0.004538765019568936,ttest_rel
random,MAE,MOR,grover_base,reg,0.009842142401693147,wilcoxon
random,MAE,MOR,grover_base,reg,0.4242779091394273,ttest_ind
random,MAE,MOR,grover_base,reg,0.46879758624609646,ranksums
random,MAE,MOR,grover_base_rdkit,reg,0.8832679395768128,ttest_rel
random,MAE,MOR,grover_base_rdkit,reg,0.7188875621362669,wilcoxon
random,MAE,MOR,grover_base_rdkit,reg,0.9308250397749557,ttest_ind
random,MAE,MOR,grover_base_rdkit,reg,0.8708108045360416,ranksums
random,R2,MOR,RF,reg,0.014463517437208969,ttest_rel
random,R2,MOR,RF,reg,0.011079229099818106,wilcoxon
random,R2,MOR,RF,reg,0.012061084786684252,ttest_ind
random,R2,MOR,RF,reg,0.01595858426126621,ranksums
random,R2,MOR,molbert,reg,0.0011732212738245914,ttest_rel
random,R2,MOR,molbert,reg,0.0006639212842644785,wilcoxon
random,R2,MOR,molbert,reg,0.0025746298407760323,ttest_ind
random,R2,MOR,molbert,reg,0.002322230016116475,ranksums
random,R2,MOR,grover_base,reg,0.25246246026570524,ttest_rel
random,R2,MOR,grover_base,reg,0.34934556237492975,wilcoxon
random,R2,MOR,grover_base,reg,0.7578785996758763,ttest_ind
random,R2,MOR,grover_base,reg,0.8360239504893114,ranksums
random,R2,MOR,grover_base_rdkit,reg,0.0035819403344071322,ttest_rel
random,R2,MOR,grover_base_rdkit,reg,0.003854236286879128,wilcoxon
random,R2,MOR,grover_base_rdkit,reg,0.1073088544618383,ttest_ind
random,R2,MOR,grover_base_rdkit,reg,0.06899014012996332,ranksums
random,Pearson_R,MOR,RF,reg,0.017824024302088574,ttest_rel
random,Pearson_R,MOR,RF,reg,0.016565526979430395,wilcoxon
random,Pearson_R,MOR,RF,reg,0.013937516510520003,ttest_ind
random,Pearson_R,MOR,RF,reg,0.016616878967820683,ranksums
random,Pearson_R,MOR,molbert,reg,0.0011689702203578985,ttest_rel
random,Pearson_R,MOR,molbert,reg,0.0007712173652095513,wilcoxon
random,Pearson_R,MOR,molbert,reg,0.0030941499545908105,ttest_ind
random,Pearson_R,MOR,molbert,reg,0.004128425016131324,ranksums
random,Pearson_R,MOR,grover_base,reg,0.027822954519406067,ttest_rel
random,Pearson_R,MOR,grover_base,reg,0.040702311426277726,wilcoxon
random,Pearson_R,MOR,grover_base,reg,0.5172106117884248,ttest_ind
random,Pearson_R,MOR,grover_base,reg,0.39938939501369475,ranksums
random,Pearson_R,MOR,grover_base_rdkit,reg,0.025516460072844947,ttest_rel
random,Pearson_R,MOR,grover_base_rdkit,reg,0.023038144695472357,wilcoxon
random,Pearson_R,MOR,grover_base_rdkit,reg,0.2425594084678965,ttest_ind
random,Pearson_R,MOR,grover_base_rdkit,reg,0.23109674669077074,ranksums
random,RMSE,DOR,RF,reg,7.468707376300523e-06,ttest_rel
random,RMSE,DOR,RF,reg,2.5967125848447383e-05,wilcoxon
random,RMSE,DOR,RF,reg,1.349943268597257e-05,ttest_ind
random,RMSE,DOR,RF,reg,2.6836065102937488e-05,ranksums
random,RMSE,DOR,molbert,reg,0.00011946204570153715,ttest_rel
random,RMSE,DOR,molbert,reg,0.00013594767036744938,wilcoxon
random,RMSE,DOR,molbert,reg,4.649662048341237e-06,ttest_ind
random,RMSE,DOR,molbert,reg,7.475471078341272e-06,ranksums
random,RMSE,DOR,grover_base,reg,3.582413120614221e-05,ttest_rel
random,RMSE,DOR,grover_base,reg,7.513662254944795e-05,wilcoxon
random,RMSE,DOR,grover_base,reg,0.07395248178146849,ttest_ind
random,RMSE,DOR,grover_base,reg,0.08106110555538913,ranksums
random,RMSE,DOR,grover_base_rdkit,reg,0.00010901777464036213,ttest_rel
random,RMSE,DOR,grover_base_rdkit,reg,0.00024117961055875132,wilcoxon
random,RMSE,DOR,grover_base_rdkit,reg,0.031158708017324177,ttest_ind
random,RMSE,DOR,grover_base_rdkit,reg,0.029756953000472656,ranksums
random,MAE,DOR,RF,reg,3.9485244790493157e-10,ttest_rel
random,MAE,DOR,RF,reg,2.3534209951215346e-06,wilcoxon
random,MAE,DOR,RF,reg,3.8197605216979163e-11,ttest_ind
random,MAE,DOR,RF,reg,9.67346153257431e-09,ranksums
random,MAE,DOR,molbert,reg,4.883176172523402e-06,ttest_rel
random,MAE,DOR,molbert,reg,2.5967125848447383e-05,wilcoxon
random,MAE,DOR,molbert,reg,1.0026077216876064e-07,ttest_ind
random,MAE,DOR,molbert,reg,1.067005555705535e-06,ranksums
random,MAE,DOR,grover_base,reg,5.6306077543071465e-08,ttest_rel
random,MAE,DOR,grover_base,reg,6.339135573122464e-06,wilcoxon
random,MAE,DOR,grover_base,reg,0.015674601967709596,ttest_ind
random,MAE,DOR,grover_base,reg,0.013549158006559415,ranksums
random,MAE,DOR,grover_base_rdkit,reg,2.3010657232376732e-05,ttest_rel
random,MAE,DOR,grover_base_rdkit,reg,9.711048976071607e-05,wilcoxon
random,MAE,DOR,grover_base_rdkit,reg,0.012728820500050482,ttest_ind
random,MAE,DOR,grover_base_rdkit,reg,0.014119268503564245,ranksums
random,R2,DOR,RF,reg,0.06691383947034618,ttest_rel
random,R2,DOR,RF,reg,0.08220646595099283,wilcoxon
random,R2,DOR,RF,reg,0.09295783049543783,ttest_ind
random,R2,DOR,RF,reg,0.06248511781651505,ranksums
random,R2,DOR,molbert,reg,0.6430439403020469,ttest_rel
random,R2,DOR,molbert,reg,0.4405215911492053,wilcoxon
random,R2,DOR,molbert,reg,0.5999191124311511,ttest_ind
random,R2,DOR,molbert,reg,0.3593342645393439,ranksums
random,R2,DOR,grover_base,reg,0.35910535532952614,ttest_rel
random,R2,DOR,grover_base,reg,0.2288804222849652,wilcoxon
random,R2,DOR,grover_base,reg,0.7937733102213957,ttest_ind
random,R2,DOR,grover_base,reg,0.8591839142744377,ranksums
random,R2,DOR,grover_base_rdkit,reg,0.9533721522787335,ttest_rel
random,R2,DOR,grover_base_rdkit,reg,0.958990172136891,wilcoxon
random,R2,DOR,grover_base_rdkit,reg,0.9771035474516689,ttest_ind
random,R2,DOR,grover_base_rdkit,reg,0.9882041649400981,ranksums
random,Pearson_R,DOR,RF,reg,0.02746757972396352,ttest_rel
random,Pearson_R,DOR,RF,reg,0.040702311426277726,wilcoxon
random,Pearson_R,DOR,RF,reg,0.04876283851337106,ttest_ind
random,Pearson_R,DOR,RF,reg,0.03205359011068274,ranksums
random,Pearson_R,DOR,molbert,reg,0.5351686048526468,ttest_rel
random,Pearson_R,DOR,molbert,reg,0.38203416302245696,wilcoxon
random,Pearson_R,DOR,molbert,reg,0.5112613964794626,ttest_ind
random,Pearson_R,DOR,molbert,reg,0.21427650986147706,ranksums
random,Pearson_R,DOR,grover_base,reg,0.009167165278687965,ttest_rel
random,Pearson_R,DOR,grover_base,reg,0.01565848334220057,wilcoxon
random,Pearson_R,DOR,grover_base,reg,0.2744157661335406,ttest_ind
random,Pearson_R,DOR,grover_base,reg,0.2035648406111873,ranksums
random,Pearson_R,DOR,grover_base_rdkit,reg,0.7730617720894946,ttest_rel
random,Pearson_R,DOR,grover_base_rdkit,reg,0.958990172136891,wilcoxon
random,Pearson_R,DOR,grover_base_rdkit,reg,0.870895694522962,ttest_ind
random,Pearson_R,DOR,grover_base_rdkit,reg,0.9882041649400981,ranksums
random,RMSE,KOR,RF,reg,0.3653903072283694,ttest_rel
random,RMSE,KOR,RF,reg,0.41653380739187873,wilcoxon
random,RMSE,KOR,RF,reg,0.3335885012579787,ttest_ind
random,RMSE,KOR,RF,reg,0.29385872905412214,ranksums
random,RMSE,KOR,molbert,reg,0.02051582279538126,ttest_rel
random,RMSE,KOR,molbert,reg,0.03500895681985013,wilcoxon
random,RMSE,KOR,molbert,reg,0.015673197229355822,ttest_ind
random,RMSE,KOR,molbert,reg,0.02760325080301779,ranksums
random,RMSE,KOR,grover_base,reg,0.036208925253086,ttest_rel
random,RMSE,KOR,grover_base,reg,0.04491890376548032,wilcoxon
random,RMSE,KOR,grover_base,reg,0.21231504761913267,ttest_ind
random,RMSE,KOR,grover_base,reg,0.25495317799825346,ranksums
random,RMSE,KOR,grover_base_rdkit,reg,0.01613848483866657,ttest_rel
random,RMSE,KOR,grover_base_rdkit,reg,0.03326889706740501,wilcoxon
random,RMSE,KOR,grover_base_rdkit,reg,0.08541390334524171,ttest_ind
random,RMSE,KOR,grover_base_rdkit,reg,0.07127836506680116,ranksums
random,MAE,KOR,RF,reg,0.013375551369537718,ttest_rel
random,MAE,KOR,RF,reg,0.016565526979430395,wilcoxon
random,MAE,KOR,RF,reg,0.00772855660038177,ttest_ind
random,MAE,KOR,RF,reg,0.006235778451368497,ranksums
